Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
1,MNQ 12-25,Playback101,,Short,2,25778.50,25782.75,7/12/25 10:31:35 p. m.,7/12/25 10:36:38 p. m.,EntryShort,SL_Short,$-1700,$-1700,$000,$000,$000,$000,$000,$2100,$500,$2200,6,
2,MES 12-25,Playback101,,Short,2,6886.00,6886.75,7/12/25 10:31:35 p. m.,7/12/25 10:37:25 p. m.,EntryShort,SL_Short,$-750,$-2450,$000,$000,$000,$000,$000,$750,$250,$1000,7,
3,MES 12-25,Playback101,,Short,2,6891.50,6892.75,8/12/25 2:32:41 a. m.,8/12/25 3:20:06 a. m.,EntryShort,SL_Short,$-1250,$-3700,$000,$000,$000,$000,$000,$1500,$5250,$6500,49,
4,M2K 12-25,Playback101,,Short,1,2532.9,2534.0,8/12/25 5:44:08 a. m.,8/12/25 6:33:05 a. m.,EntryShort,SL_Short,$-550,$-4250,$000,$000,$000,$000,$000,$700,$750,$1300,43,
5,M2K 12-25,Playback101,,Short,1,2532.9,2534.0,8/12/25 5:44:08 a. m.,8/12/25 6:33:05 a. m.,EntryShort,SL_Short,$-550,$-4800,$000,$000,$000,$000,$000,$700,$750,$1300,43,
6,MCL 01-26,Playback101,,Long,2,59.43,59.36,8/12/25 7:24:24 a. m.,8/12/25 8:32:51 a. m.,EntryLong,SL_Long,$-1400,$-6200,$000,$000,$000,$000,$000,$2000,$1600,$3000,69,
7,M2K 12-25,Playback101,,Short,1,2536.7,2537.8,8/12/25 9:00:12 a. m.,8/12/25 9:18:24 a. m.,EntryShort,Buy to cover,$-550,$-6750,$000,$000,$000,$000,$000,$550,$250,$800,19,
8,M2K 12-25,Playback101,,Short,1,2536.7,2537.8,8/12/25 9:00:12 a. m.,8/12/25 9:18:24 a. m.,EntryShort,Buy to cover,$-550,$-7300,$000,$000,$000,$000,$000,$550,$250,$800,19,
9,M2K 12-25,Playback101,,Short,1,2536.6,2539.6,8/12/25 9:44:02 a. m.,8/12/25 9:59:54 a. m.,EntryShort,SL_Short,$-1500,$-8800,$000,$000,$000,$000,$000,$1600,$050,$1550,16,
10,M2K 12-25,Playback101,,Short,1,2536.6,2539.6,8/12/25 9:44:02 a. m.,8/12/25 9:59:54 a. m.,EntryShort,SL_Short,$-1500,$-10300,$000,$000,$000,$000,$000,$1600,$050,$1550,16,
11,M2K 12-25,Playback101,,Short,2,2544.8,2545.4,8/12/25 10:23:03 a. m.,8/12/25 10:23:38 a. m.,EntryShort,SL_Short,$-600,$-10900,$000,$000,$000,$000,$000,$600,$400,$1000,1,
12,MNQ 12-25,Playback101,,Short,1,25803.00,25784.50,8/12/25 9:44:04 a. m.,8/12/25 10:27:44 a. m.,EntryShort,TP1_Short,$3700,$-7200,$000,$000,$000,$000,$000,$4200,$4950,$1250,44,
13,MYM 12-25,Playback101,,Short,1,48044,48012,8/12/25 10:28:29 a. m.,8/12/25 10:30:02 a. m.,EntryShort,TP1_Short,$1600,$-5600,$000,$000,$000,$000,$000,$000,$4700,$3100,3,
14,MNQ 12-25,Playback101,,Short,1,25803.00,25803.00,8/12/25 9:44:04 a. m.,8/12/25 10:30:14 a. m.,EntryShort,SL_Short,$000,$-5600,$000,$000,$000,$000,$000,$4200,$4950,$4950,47,
15,MYM 12-25,Playback101,,Short,1,48044,47955,8/12/25 10:28:29 a. m.,8/12/25 10:30:32 a. m.,EntryShort,TP2_Short,$4450,$-1150,$000,$000,$000,$000,$000,$000,$4700,$250,3,
16,MNQ 12-25,Playback101,,Short,1,25832.25,25794.00,8/12/25 10:36:01 a. m.,8/12/25 10:40:06 a. m.,EntryShort,TP1_Short,$7650,$6500,$000,$000,$000,$000,$000,$250,$14250,$6600,5,
17,MNQ 12-25,Playback101,,Short,1,25832.25,25762.00,8/12/25 10:36:01 a. m.,8/12/25 10:48:21 a. m.,EntryShort,TP2_Short,$14050,$20550,$000,$000,$000,$000,$000,$250,$14250,$200,13,
18,MES 12-25,Playback101,,Long,2,6877.00,6872.00,8/12/25 10:45:20 a. m.,8/12/25 10:49:03 a. m.,EntryLong,SL_Long,$-5000,$15550,$000,$000,$000,$000,$000,$5750,$4000,$9000,5,
19,MGC 02-26,Playback101,,Long,1,4228.8,4237.1,8/12/25 10:48:47 a. m.,8/12/25 10:56:46 a. m.,EntryLong,TP1_Long,$8300,$23850,$000,$000,$000,$000,$000,$1100,$11900,$3600,9,
20,MGC 02-26,Playback101,,Long,1,4228.7,4228.8,8/12/25 10:48:47 a. m.,8/12/25 10:58:01 a. m.,EntryLong,SL_Long,$100,$23950,$000,$000,$000,$000,$000,$1000,$12000,$11900,11,
21,MYM 12-25,Playback101,,Short,1,47926,47925,8/12/25 11:00:52 a. m.,8/12/25 11:00:52 a. m.,TP1_Long,EntryLong,$050,$24000,$000,$000,$000,$000,$000,$050,$050,$000,1,
22,MYM 12-25,Playback101,,Long,1,47925,47924,8/12/25 11:00:52 a. m.,8/12/25 11:01:31 a. m.,EntryLong,Sell,$-050,$23950,$000,$000,$000,$000,$000,$050,$550,$600,2,
23,MES 12-25,Playback101,,Long,2,6862.25,6857.75,8/12/25 11:30:26 a. m.,8/12/25 11:55:33 a. m.,EntryLong,SL_Long,$-4500,$19450,$000,$000,$000,$000,$000,$5000,$7750,$12250,26,
24,MNQ 12-25,Playback101,,Long,2,25697.00,25656.50,8/12/25 11:41:04 a. m.,8/12/25 11:56:14 a. m.,EntryLong,SL_Long,$-16200,$3250,$000,$000,$000,$000,$000,$17200,$2600,$18800,16,
25,MNQ 12-25,Playback101,,Long,2,25668.25,25649.75,8/12/25 11:59:15 a. m.,8/12/25 12:00:15 p. m.,EntryLong,SL_Long,$-7400,$-4150,$000,$000,$000,$000,$000,$8900,$400,$7800,2,
26,M2K 12-25,Playback101,,Long,1,2525.4,2533.1,8/12/25 12:09:14 p. m.,8/12/25 12:28:52 p. m.,EntryLong,TP1_Long,$3850,$-300,$000,$000,$000,$000,$000,$150,$4150,$300,20,
27,M2K 12-25,Playback101,,Long,1,2525.4,2533.5,8/12/25 12:09:14 p. m.,8/12/25 12:29:02 p. m.,EntryLong,TP2_Long,$4050,$3750,$000,$000,$000,$000,$000,$150,$4150,$100,21,
28,MES 12-25,Playback101,,Long,1,6853.75,6848.25,8/12/25 12:14:40 p. m.,8/12/25 1:02:29 p. m.,EntryLong,SL_Long,$-2750,$1000,$000,$000,$000,$000,$000,$3125,$3500,$6250,49,
29,MES 12-25,Playback101,,Long,1,6853.75,6848.25,8/12/25 12:14:40 p. m.,8/12/25 1:02:29 p. m.,EntryLong,SL_Long,$-2750,$-1750,$000,$000,$000,$000,$000,$3125,$3500,$6250,49,
30,MNQ 12-25,Playback101,,Long,2,25628.00,25602.00,8/12/25 1:11:08 p. m.,8/12/25 1:26:36 p. m.,EntryLong,SL_Long,$-10400,$-12150,$000,$000,$000,$000,$000,$12500,$4100,$14500,16,
31,MYM 12-25,Playback101,,Long,1,47832,47754,8/12/25 12:39:47 p. m.,8/12/25 1:26:36 p. m.,EntryLong,SL_Long,$-3900,$-16050,$000,$000,$000,$000,$000,$4250,$1650,$5550,48,
32,MYM 12-25,Playback101,,Long,1,47832,47754,8/12/25 12:39:47 p. m.,8/12/25 1:26:36 p. m.,EntryLong,SL_Long,$-3900,$-19950,$000,$000,$000,$000,$000,$4250,$1650,$5550,48,
33,MCL 01-26,Playback101,,Long,1,59.18,59.01,8/12/25 12:16:37 p. m.,8/12/25 1:45:30 p. m.,EntryLong,Sell,$-1700,$-21650,$000,$000,$000,$000,$000,$1800,$1100,$2800,89,
34,MCL 01-26,Playback101,,Long,1,59.18,59.01,8/12/25 12:16:37 p. m.,8/12/25 1:45:30 p. m.,EntryLong,Sell,$-1700,$-23350,$000,$000,$000,$000,$000,$1800,$1100,$2800,89,
35,MNQ 12-25,Playback101,,Long,1,25583.00,25684.50,8/12/25 3:02:04 p. m.,8/12/25 5:29:43 p. m.,EntryLong,TP1_Long,$20300,$-3050,$000,$000,$000,$000,$000,$3150,$25050,$4750,148,
36,MES 12-25,Playback101,,Long,1,6839.00,6861.50,8/12/25 3:02:04 p. m.,8/12/25 5:30:05 p. m.,EntryLong,TP1_Long,$11250,$8200,$000,$000,$000,$000,$000,$1375,$11875,$625,149,
37,MNQ 12-25,Playback101,,Long,1,25583.00,25826.00,8/12/25 3:02:04 p. m.,8/12/25 6:46:50 p. m.,EntryLong,TP2_Long,$48600,$56800,$000,$000,$000,$000,$000,$3150,$48600,$000,178,
38,MES 12-25,Playback101,,Long,1,6839.00,6895.00,8/12/25 3:02:04 p. m.,8/12/25 6:48:03 p. m.,EntryLong,TP2_Long,$28000,$84800,$000,$000,$000,$000,$000,$1375,$28000,$000,178,
39,M2K 12-25,Playback101,,Long,1,2519.7,2523.0,8/12/25 3:02:09 p. m.,8/12/25 7:00:01 p. m.,EntryLong,Sell,$1650,$86450,$000,$000,$000,$000,$000,$450,$5200,$3550,179,
40,MGC 02-26,Playback101,,Long,2,4216.4,4220.3,8/12/25 11:36:08 a. m.,8/12/25 7:00:01 p. m.,EntryLong,Sell,$7800,$94250,$000,$000,$000,$000,$000,$22400,$21400,$13600,385,
41,M2K 12-25,Playback101,,Long,1,2519.7,2523.1,8/12/25 3:02:09 p. m.,8/12/25 7:00:01 p. m.,EntryLong,Sell,$1700,$95950,$000,$000,$000,$000,$000,$450,$5200,$3500,179,
42,MCL 01-26,Playback101,,Long,1,58.73,58.82,8/12/25 2:41:09 p. m.,8/12/25 7:00:35 p. m.,EntryLong,SL_Long,$900,$96850,$000,$000,$000,$000,$000,$100,$1900,$1000,194,
43,MCL 01-26,Playback101,,Long,1,58.73,58.83,8/12/25 2:41:09 p. m.,8/12/25 7:00:35 p. m.,EntryLong,SL_Long,$1000,$97850,$000,$000,$000,$000,$000,$100,$1900,$900,194,
44,MCL 01-26,Playback101,,Long,2,58.68,58.64,9/12/25 12:40:33 a. m.,9/12/25 12:42:17 a. m.,EntryLong,SL_Long,$-800,$97050,$000,$000,$000,$000,$000,$800,$200,$1000,3,
45,MGC 02-26,Playback101,,Long,1,4202.2,4212.6,9/12/25 2:21:41 a. m.,9/12/25 3:06:03 a. m.,EntryLong,TP1_Long,$10400,$1.07450,$000,$000,$000,$000,$000,$500,$45300,$34900,46,
46,MYM 12-25,Playback101,,Short,1,47822,47835,9/12/25 4:13:16 a. m.,9/12/25 4:19:01 a. m.,EntryShort,SL_Short,$-650,$1.06800,$000,$000,$000,$000,$000,$700,$250,$900,8,
47,MYM 12-25,Playback101,,Short,1,47822,47835,9/12/25 4:13:16 a. m.,9/12/25 4:19:01 a. m.,EntryShort,SL_Short,$-650,$1.06150,$000,$000,$000,$000,$000,$700,$250,$900,8,
48,M2K 12-25,Playback101,,Short,1,2525.7,2526.7,9/12/25 4:09:38 a. m.,9/12/25 4:24:36 a. m.,EntryShort,SL_Short,$-500,$1.05650,$000,$000,$000,$000,$000,$500,$300,$800,16,
49,M2K 12-25,Playback101,,Short,1,2525.7,2526.6,9/12/25 4:09:38 a. m.,9/12/25 4:24:36 a. m.,EntryShort,SL_Short,$-450,$1.05200,$000,$000,$000,$000,$000,$500,$300,$750,16,
50,MES 12-25,Playback101,,Long,1,6854.25,6860.50,9/12/25 6:47:12 a. m.,9/12/25 6:55:01 a. m.,EntryLong,TP1_Long,$3125,$1.08325,$000,$000,$000,$000,$000,$000,$3250,$125,9,
51,MES 12-25,Playback101,,Long,1,6854.25,6854.25,9/12/25 6:47:12 a. m.,9/12/25 7:16:35 a. m.,EntryLong,SL_Long,$000,$1.08325,$000,$000,$000,$000,$000,$000,$3250,$3250,30,
52,MNQ 12-25,Playback101,,Long,1,25645.50,25680.25,9/12/25 6:46:59 a. m.,9/12/25 7:42:39 a. m.,EntryLong,TP1_Long,$6950,$1.15275,$000,$000,$000,$000,$000,$3000,$7200,$250,57,
53,MCL 01-26,Playback101,,Short,2,59.08,59.15,9/12/25 6:29:31 a. m.,9/12/25 8:01:52 a. m.,EntryShort,SL_Short,$-1400,$1.13875,$000,$000,$000,$000,$000,$2000,$3000,$4400,93,
54,MNQ 12-25,Playback101,,Long,1,25645.50,25645.50,9/12/25 6:46:59 a. m.,9/12/25 8:46:15 a. m.,EntryLong,SL_Long,$000,$1.13875,$000,$000,$000,$000,$000,$3000,$7200,$7200,121,
55,M2K 12-25,Playback101,,Long,1,2524.9,2516.9,9/12/25 8:41:04 a. m.,9/12/25 10:25:39 a. m.,EntryLong,Sell,$-4000,$1.09875,$000,$000,$000,$000,$000,$4050,$1050,$5050,106,
56,M2K 12-25,Playback101,,Long,1,2524.9,2516.9,9/12/25 8:41:04 a. m.,9/12/25 10:25:39 a. m.,EntryLong,Sell,$-4000,$1.05875,$000,$000,$000,$000,$000,$4050,$1050,$5050,106,
57,MYM 12-25,Playback101,,Long,1,47810,47829,9/12/25 8:35:13 a. m.,9/12/25 10:30:13 a. m.,EntryLong,EntryShort,$950,$1.06825,$000,$000,$000,$000,$000,$3700,$1100,$150,116,
58,MYM 12-25,Playback101,,Long,1,47810,47829,9/12/25 8:35:13 a. m.,9/12/25 10:30:13 a. m.,EntryLong,EntryShort,$950,$1.07775,$000,$000,$000,$000,$000,$3700,$1100,$150,116,
59,MYM 12-25,Playback101,,Short,1,47829,47865,9/12/25 10:30:13 a. m.,9/12/25 10:30:18 a. m.,TP2_Long,SL_Short,$-1800,$1.05975,$000,$000,$000,$000,$000,$1800,$1800,$3600,1,
60,MYM 12-25,Playback101,,Short,1,47829,47865,9/12/25 10:30:13 a. m.,9/12/25 10:30:18 a. m.,TP2_Long,SL_Short,$-1800,$1.04175,$000,$000,$000,$000,$000,$1800,$1800,$3600,1,
61,MYM 12-25,Playback101,,Short,1,47902,47843,9/12/25 10:40:17 a. m.,9/12/25 10:45:17 a. m.,EntryShort,TP1_Short,$2950,$1.07125,$000,$000,$000,$000,$000,$650,$3600,$650,6,
62,MYM 12-25,Playback101,,Short,1,47902,47903,9/12/25 10:40:17 a. m.,9/12/25 10:48:04 a. m.,EntryShort,Buy to cover,$-050,$1.07075,$000,$000,$000,$000,$000,$650,$3600,$3650,9,
63,M2K 12-25,Playback101,,Short,1,2529.9,2528.5,9/12/25 10:51:05 a. m.,9/12/25 10:58:05 a. m.,EntryShort,TP1_Short,$700,$1.07775,$000,$000,$000,$000,$000,$1950,$750,$050,8,
64,M2K 12-25,Playback101,,Short,1,2529.9,2530.0,9/12/25 10:51:05 a. m.,9/12/25 10:58:33 a. m.,EntryShort,Buy to cover,$-050,$1.07725,$000,$000,$000,$000,$000,$1950,$750,$800,8,
65,MNQ 12-25,Playback101,,Long,1,25608.75,25648.00,9/12/25 10:40:57 a. m.,9/12/25 11:02:37 a. m.,EntryLong,TP1_Long,$7850,$1.15575,$000,$000,$000,$000,$000,$2600,$25950,$18100,23,
66,MCL 01-26,Playback101,,Long,2,58.49,58.39,9/12/25 11:03:57 a. m.,9/12/25 11:20:01 a. m.,EntryLong,SL_Long,$-2000,$1.13575,$000,$000,$000,$000,$000,$2200,$3000,$5000,18,
67,MGC 02-26,Playback101,,Long,1,4202.2,4247.0,9/12/25 2:21:41 a. m.,9/12/25 12:05:08 p. m.,EntryLong,TP2_Long,$44800,$1.58375,$000,$000,$000,$000,$000,$500,$45300,$500,585,
68,MES 12-25,Playback101,,Short,2,6858.50,6869.00,9/12/25 11:50:19 a. m.,9/12/25 12:15:13 p. m.,EntryShort,SL_Short,$-10500,$1.47875,$000,$000,$000,$000,$000,$10500,$000,$10500,26,
69,MES 12-25,Playback101,,Short,2,6869.50,6872.75,9/12/25 12:33:40 p. m.,9/12/25 12:35:36 p. m.,EntryShort,SL_Short,$-3250,$1.44625,$000,$000,$000,$000,$000,$3250,$250,$3500,3,
70,MCL 01-26,Playback101,,Long,2,58.23,58.14,9/12/25 11:41:11 a. m.,9/12/25 12:37:07 p. m.,EntryLong,SL_Long,$-1800,$1.42825,$000,$000,$000,$000,$000,$2600,$3400,$5200,57,
71,MGC 02-26,Playback101,,Short,2,4245.0,4250.6,9/12/25 12:30:48 p. m.,9/12/25 12:45:11 p. m.,EntryShort,SL_Short,$-11200,$1.31625,$000,$000,$000,$000,$000,$11600,$4200,$15400,16,
72,M2K 12-25,Playback101,,Short,1,2542.6,2532.6,9/12/25 12:30:31 p. m.,9/12/25 1:47:03 p. m.,EntryShort,TP1_Short,$5000,$1.36625,$000,$000,$000,$000,$000,$950,$8500,$3500,78,
73,MYM 12-25,Playback101,,Long,1,47691,47652,9/12/25 2:01:50 p. m.,9/12/25 2:37:08 p. m.,EntryLong,SL_Long,$-1950,$1.34675,$000,$000,$000,$000,$000,$2300,$2000,$3950,37,
74,MYM 12-25,Playback101,,Long,1,47691,47652,9/12/25 2:01:50 p. m.,9/12/25 2:37:08 p. m.,EntryLong,SL_Long,$-1950,$1.32725,$000,$000,$000,$000,$000,$2300,$2000,$3950,37,
75,MES 12-25,Playback101,,Long,1,6845.00,6885.00,9/12/25 5:29:32 p. m.,9/12/25 6:52:16 p. m.,EntryLong,TP2_Long,$20000,$1.52725,$000,$000,$000,$000,$000,$125,$20000,$000,31,
76,MES 12-25,Playback101,,Long,1,6845.00,6885.00,9/12/25 5:29:32 p. m.,9/12/25 6:52:16 p. m.,EntryLong,TP1_Long,$20000,$1.72725,$000,$000,$000,$000,$000,$125,$20000,$000,31,
77,MNQ 12-25,Playback101,,Long,1,25608.50,25680.00,9/12/25 10:40:57 a. m.,9/12/25 7:00:01 p. m.,EntryLong,StopCancelClose,$14300,$1.87025,$000,$000,$000,$000,$000,$2550,$26000,$11700,441,
78,M2K 12-25,Playback101,,Short,1,2542.6,2530.7,9/12/25 12:30:31 p. m.,9/12/25 7:00:01 p. m.,EntryShort,Buy to cover,$5950,$1.92975,$000,$000,$000,$000,$000,$950,$8500,$2550,331,
79,MES 12-25,Playback101,,Long,2,6844.50,6843.00,9/12/25 9:07:12 p. m.,9/12/25 9:08:20 p. m.,EntryLong,SL_Long,$-1500,$1.91475,$000,$000,$000,$000,$000,$2000,$250,$1750,2,
80,MES 12-25,Playback101,,Short,2,6855.00,6856.50,10/12/25 4:05:45 a. m.,10/12/25 4:06:56 a. m.,EntryShort,SL_Short,$-1500,$1.89975,$000,$000,$000,$000,$000,$1750,$000,$1500,2,
81,MNQ 12-25,Playback101,,Short,2,25727.50,25732.75,10/12/25 4:05:58 a. m.,10/12/25 4:06:56 a. m.,EntryShort,SL_Short,$-2100,$1.87875,$000,$000,$000,$000,$000,$4300,$100,$2200,2,
82,MGC 02-26,Playback101,,Long,1,4231.8,4228.9,10/12/25 4:08:54 a. m.,10/12/25 4:10:09 a. m.,EntryLong,SL_Long,$-2900,$1.84975,$000,$000,$000,$000,$000,$2900,$200,$3100,3,
83,MGC 02-26,Playback101,,Long,1,4231.8,4229.0,10/12/25 4:08:54 a. m.,10/12/25 4:10:09 a. m.,EntryLong,SL_Long,$-2800,$1.82175,$000,$000,$000,$000,$000,$2800,$200,$3000,3,
84,MYM 12-25,Playback101,,Short,1,47638,47615,10/12/25 4:41:01 a. m.,10/12/25 4:45:27 a. m.,EntryShort,TP1_Short,$1150,$1.83325,$000,$000,$000,$000,$000,$250,$1600,$450,5,
85,M2K 12-25,Playback101,,Long,2,2525.2,2524.0,10/12/25 4:50:39 a. m.,10/12/25 4:52:39 a. m.,EntryLong,Sell,$-1200,$1.82125,$000,$000,$000,$000,$000,$1200,$100,$1300,3,
86,MCL 01-26,Playback101,,Long,1,58.22,58.33,10/12/25 4:37:29 a. m.,10/12/25 4:52:48 a. m.,EntryLong,TP1_Long,$1100,$1.83225,$000,$000,$000,$000,$000,$200,$1100,$000,16,
87,MCL 01-26,Playback101,,Long,1,58.22,58.21,10/12/25 4:37:29 a. m.,10/12/25 5:00:38 a. m.,EntryLong,SL_Long,$-100,$1.83125,$000,$000,$000,$000,$000,$200,$1100,$1200,24,
88,MYM 12-25,Playback101,,Short,1,47638,47639,10/12/25 4:41:01 a. m.,10/12/25 5:06:09 a. m.,EntryShort,SL_Short,$-050,$1.83075,$000,$000,$000,$000,$000,$250,$1600,$1650,26,
89,MCL 01-26,Playback101,,Short,1,58.44,58.32,10/12/25 5:24:14 a. m.,10/12/25 5:43:27 a. m.,EntryShort,TP1_Short,$1200,$1.84275,$000,$000,$000,$000,$000,$100,$1900,$700,20,
90,MCL 01-26,Playback101,,Short,1,58.44,58.25,10/12/25 5:24:14 a. m.,10/12/25 5:44:57 a. m.,EntryShort,TP2_Short,$1900,$1.86175,$000,$000,$000,$000,$000,$100,$1900,$000,21,
91,MNQ 12-25,Playback101,,Short,1,25737.75,25688.75,10/12/25 4:16:04 a. m.,10/12/25 6:23:25 a. m.,EntryShort,TP1_Short,$9800,$1.95975,$000,$000,$000,$000,$000,$1100,$36250,$26450,128,
92,MCL 01-26,Playback101,,Long,1,58.33,58.44,10/12/25 6:30:34 a. m.,10/12/25 6:43:23 a. m.,EntryLong,TP1_Long,$1100,$1.97075,$000,$000,$000,$000,$000,$600,$3400,$2300,14,
93,MYM 12-25,Playback101,,Long,1,47532,47601,10/12/25 6:33:34 a. m.,10/12/25 7:00:22 a. m.,EntryLong,TP1_Long,$3450,$2.00525,$000,$000,$000,$000,$000,$250,$3600,$150,28,
94,MES 12-25,Playback101,,Long,1,6841.25,6849.00,10/12/25 7:02:23 a. m.,10/12/25 9:20:37 a. m.,EntryLong,TP1_Long,$3875,$2.04400,$000,$000,$000,$000,$000,$1500,$7500,$3625,139,
95,MCL 01-26,Playback101,,Long,1,58.33,58.33,10/12/25 6:30:34 a. m.,10/12/25 9:22:12 a. m.,EntryLong,SL_Long,$000,$2.04400,$000,$000,$000,$000,$000,$600,$3400,$3400,173,
