2025-12-24 13:22:02:889|1|32|Order='7b9a35f565144c9a9d5faf11ae4f80c9/Playback101' Name='EntryA_Short_2' New state='Filled' Instrument='MCL 02-26' Action='Sell short' Limit price=57.57 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=1 Fill price=57.57 Error='No error' Native error=''
2025-12-24 13:22:02:890|1|8|Execution='83e8a1c1e56a470c852d69b8230544c8' Instrument='MCL 02-26' Account='Playback101' Exchange=Default Price=57.57 Quantity=1 Market position=Short Operation=Operation_Add Order='7b9a35f565144c9a9d5faf11ae4f80c9' Time='12/14/2025 10:43 p. m.'
2025-12-24 13:22:02:890|1|16|NinjaScript strategy '/378061504' submitting order
2025-12-24 13:22:02:908|1|32|Order='b9f26833f74b4ed7be9fd1dbadbcce7f/Playback101' Name='SL_Short_2' New state='Submitted' Instrument='MCL 02-26' Action='Buy to cover' Limit price=0 Stop price=57.62 Quantity=1 Type='Stop Market' Time in force=GTC Oco='OCO_Short_2_639021793228909795' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:22:02:908|1|32|Order='b9f26833f74b4ed7be9fd1dbadbcce7f/Playback101' Name='SL_Short_2' New state='Accepted' Instrument='MCL 02-26' Action='Buy to cover' Limit price=0 Stop price=57.62 Quantity=1 Type='Stop Market' Time in force=GTC Oco='OCO_Short_2_639021793228909795' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:22:02:908|1|16|NinjaScript strategy '/378061504' submitting order
2025-12-24 13:22:02:924|1|32|Order='d017bdb3fec34d06a51b6bd73297c213/Playback101' Name='TP2_Short' New state='Submitted' Instrument='MCL 02-26' Action='Buy to cover' Limit price=56.87 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='OCO_Short_2_639021793228909795' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:22:02:924|1|32|Order='d017bdb3fec34d06a51b6bd73297c213/Playback101' Name='TP2_Short' New state='Accepted' Instrument='MCL 02-26' Action='Buy to cover' Limit price=56.87 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='OCO_Short_2_639021793228909795' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:22:02:925|1|32|Order='d017bdb3fec34d06a51b6bd73297c213/Playback101' Name='TP2_Short' New state='Working' Instrument='MCL 02-26' Action='Buy to cover' Limit price=56.87 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='OCO_Short_2_639021793228909795' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:22:02:925|1|64|Instrument='MCL 02-26' Account='Playback101' Average price=57.57 Quantity=2 Market position=Short Operation=Update
2025-12-24 13:28:10:724|1|4|Disabling NinjaScript strategy 'SessionLevelsStrategy/378061504'
2025-12-24 13:28:10:730|1|32|Order='271a8cc09b624c43a292e8b6ea7d1a7a/Playback101' Name='TP1_Short' New state='Cancel submitted' Instrument='MCL 02-26' Action='Buy to cover' Limit price=57.48 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='OCO_Short_1_639021793228174469' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:28:10:760|1|32|Order='271a8cc09b624c43a292e8b6ea7d1a7a/Playback101' Name='TP1_Short' New state='Cancelled' Instrument='MCL 02-26' Action='Buy to cover' Limit price=57.48 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='OCO_Short_1_639021793228174469' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:28:10:760|1|32|Order='d017bdb3fec34d06a51b6bd73297c213/Playback101' Name='TP2_Short' New state='Cancel submitted' Instrument='MCL 02-26' Action='Buy to cover' Limit price=56.87 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='OCO_Short_2_639021793228909795' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:28:10:772|1|32|Order='d017bdb3fec34d06a51b6bd73297c213/Playback101' Name='TP2_Short' New state='Cancelled' Instrument='MCL 02-26' Action='Buy to cover' Limit price=56.87 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='OCO_Short_2_639021793228909795' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:28:10:772|1|32|Order='4f9f62d85eea4f4585a522b2a6bffaee/Playback101' Name='SL_Short_1' New state='Cancel submitted' Instrument='MCL 02-26' Action='Buy to cover' Limit price=0 Stop price=57.62 Quantity=1 Type='Stop Market' Time in force=GTC Oco='OCO_Short_1_639021793228174469' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:28:10:774|1|32|Order='4f9f62d85eea4f4585a522b2a6bffaee/Playback101' Name='SL_Short_1' New state='Cancelled' Instrument='MCL 02-26' Action='Buy to cover' Limit price=0 Stop price=57.62 Quantity=1 Type='Stop Market' Time in force=GTC Oco='OCO_Short_1_639021793228174469' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:28:10:774|1|32|Order='b9f26833f74b4ed7be9fd1dbadbcce7f/Playback101' Name='SL_Short_2' New state='Cancel submitted' Instrument='MCL 02-26' Action='Buy to cover' Limit price=0 Stop price=57.62 Quantity=1 Type='Stop Market' Time in force=GTC Oco='OCO_Short_2_639021793228909795' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:28:10:774|1|32|Order='b9f26833f74b4ed7be9fd1dbadbcce7f/Playback101' Name='SL_Short_2' New state='Cancelled' Instrument='MCL 02-26' Action='Buy to cover' Limit price=0 Stop price=57.62 Quantity=1 Type='Stop Market' Time in force=GTC Oco='OCO_Short_2_639021793228909795' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:28:10:775|1|64|Instrument='MCL 02-26' Account='Playback101' Average price=0 Quantity=0 Market position=Short Operation=Remove
2025-12-24 13:28:10:781|1|2|Simulation account 'Playback101' reset
2025-12-24 13:28:13:001|3|4|Strategy 'SessionLevelsStrategy/378061504': An order has been ignored since the stop price ‘59.77’ near the bar stamped ‘11/17/2025 06:12:00’ is invalid based on the price range of the bar. This is an invalid order and subsequent orders may also be ignored.
