Date,Time,Open,High,Low,Close,Volume,HighVWAP,LowVWAP,LevelPrice
2025-11-20,00:00:00,25415.25,25423.5,25415.25,25422,368,25425.03,25370.67,0.00
2025-11-20,00:01:00,25421.75,25427.5,25418.5,25426.75,593,25425.01,25370.84,0.00
2025-11-20,00:02:00,25427,25431.25,25425,25426.25,499,25425.07,25370.98,0.00
2025-11-20,00:03:00,25426.25,25426.75,25418.75,25423.75,483,25425.02,25371.11,0.00
2025-11-20,00:04:00,25424.25,25427.25,25415,25420.25,510,25424.93,25371.24,0.00
2025-11-20,00:05:00,25420.25,25421.25,25414,25418.25,466,25424.78,25371.35,0.00
2025-11-20,00:06:00,25418.5,25420,25414.75,25416.25,286,25424.68,25371.42,0.00
2025-11-20,00:07:00,25415.75,25424,25415.75,25417,331,25424.60,25371.50,0.00
2025-11-20,00:08:00,25417.25,25420,25414,25415.25,285,25424.50,25371.56,0.00
2025-11-20,00:09:00,25414.75,25420,25413.25,25416.75,309,25424.40,25371.63,0.00
2025-11-20,00:10:00,25415.75,25424,25415.5,25421.5,304,25424.35,25371.71,0.00
2025-11-20,00:11:00,25421.75,25428.75,25421.25,25426.75,350,25424.36,25371.80,0.00
2025-11-20,00:12:00,25426.5,25432.5,25425.5,25430.75,262,25424.42,25371.88,0.00
2025-11-20,00:13:00,25431.25,25436,25428.25,25429.25,580,25424.57,25372.05,0.00
2025-11-20,00:14:00,25428.75,25429.75,25421.25,25421.75,526,25424.57,25372.19,0.00
2025-11-20,00:15:00,25422.5,25423.75,25417.25,25417.25,300,25424.51,25372.26,0.00
2025-11-20,00:16:00,25417.25,25417.75,25406,25408.25,930,25424.03,25372.44,0.00
2025-11-20,00:17:00,25408.25,25409.75,25404,25408.25,479,25423.74,25372.52,0.00
2025-11-20,00:18:00,25408.75,25416,25408.75,25412.25,462,25423.55,25372.61,0.00
2025-11-20,00:19:00,25412,25416.5,25409,25415.5,256,25423.46,25372.66,0.00
2025-11-20,00:20:00,25415,25418,25411,25417.5,245,25423.39,25372.71,0.00
2025-11-20,00:21:00,25417.25,25420.25,25412,25418,465,25423.28,25372.81,0.00
2025-11-20,00:22:00,25418,25426.5,25414.5,25419.25,525,25423.23,25372.94,0.00
2025-11-20,00:23:00,25419.25,25425.25,25418.75,25424.25,202,25423.22,25372.99,0.00
2025-11-20,00:24:00,25424.25,25431.75,25424.25,25429.25,450,25423.30,25373.11,0.00
2025-11-20,00:25:00,25429.75,25431.75,25423.25,25425,454,25423.35,25373.23,0.00
2025-11-20,00:26:00,25424.5,25427.5,25419.75,25426.5,353,25423.37,25373.32,0.00
2025-11-20,00:27:00,25427.25,25428.5,25420.25,25420.5,204,25423.36,25373.36,0.00
2025-11-20,00:28:00,25420.5,25424.75,25416.25,25417.75,477,25423.31,25373.47,0.00
2025-11-20,00:29:00,25418.5,25419.5,25413,25416,290,25423.24,25373.53,0.00
2025-11-20,00:30:00,25416.75,25419.75,25414.75,25416.75,251,25423.19,25373.59,0.00
2025-11-20,00:31:00,25417.5,25427.25,25413.75,25426.25,381,25423.18,25373.68,0.00
2025-11-20,00:32:00,25426.25,25432.5,25424.5,25430.25,490,25423.27,25373.81,0.00
2025-11-20,00:33:00,25430.25,25433,25429.5,25432,238,25423.33,25373.87,0.00
2025-11-20,00:34:00,25431.75,25433,25429,25430.5,176,25423.37,25373.92,0.00
2025-11-20,00:35:00,25430.5,25441.75,25428,25439.25,1037,25423.76,25374.23,0.00
2025-11-20,00:36:00,25439.25,25440.5,25433.5,25434.25,502,25423.94,25374.38,0.00
2025-11-20,00:37:00,25433.5,25434,25430.75,25433,333,25424.02,25374.47,0.00
2025-11-20,00:38:00,25432.75,25438,25432.75,25438,279,25424.12,25374.55,0.00
2025-11-20,00:39:00,25437.25,25438.5,25432.25,25434,247,25424.19,25374.63,0.00
2025-11-20,00:40:00,25434.5,25437.5,25432.25,25432.75,153,25424.23,25374.67,0.00
2025-11-20,00:41:00,25432.75,25436.25,25432.75,25434.75,139,25424.27,25374.71,0.00
2025-11-20,00:42:00,25434,25435.5,25431.25,25433.5,159,25424.31,25374.75,0.00
2025-11-20,00:43:00,25434.5,25439.25,25433.5,25437,235,25424.39,25374.82,0.00
2025-11-20,00:44:00,25437,25440.5,25435.25,25435.5,185,25424.46,25374.88,0.00
2025-11-20,00:45:00,25436,25437.25,25432,25437,213,25424.52,25374.94,0.00
2025-11-20,00:46:00,25436.5,25437.25,25432.25,25436,130,25424.56,25374.98,0.00
2025-11-20,00:47:00,25436.25,25441.5,25436.25,25439.5,192,25424.63,25375.03,0.00
2025-11-20,00:48:00,25439.5,25439.5,25432.5,25432.75,251,25424.70,25375.10,0.00
2025-11-20,00:49:00,25432.5,25434.5,25430.25,25434.25,329,25424.77,25375.19,0.00
2025-11-20,00:50:00,25434,25436,25433.5,25435.25,94,25424.80,25375.22,0.00
2025-11-20,00:51:00,25435,25437.75,25434.25,25436.75,194,25424.86,25375.28,0.00
2025-11-20,00:52:00,25436.75,25437.5,25433,25436.5,132,25424.90,25375.31,0.00
2025-11-20,00:53:00,25436.5,25436.5,25433.25,25434.25,90,25424.92,25375.34,0.00
2025-11-20,00:54:00,25434.25,25437,25433.75,25434.25,96,25424.94,25375.37,0.00
2025-11-20,00:55:00,25434.25,25436.75,25432.5,25436.25,70,25424.96,25375.39,0.00
2025-11-20,00:56:00,25437,25439,25435.25,25438.25,154,25425.01,25375.43,0.00
2025-11-20,00:57:00,25438.75,25438.75,25434.5,25435.75,156,25425.06,25375.48,0.00
2025-11-20,00:58:00,25435.25,25436.5,25432.5,25434,138,25425.09,25375.51,0.00
