Date,Time,Open,High,Low,Close,Volume,HighVWAP,LowVWAP,LevelPrice
2025-12-05,00:00:00,25955.75,25958.5,25953.5,25954.25,234,25947.74,25924.33,0.00
2025-12-05,00:01:00,25953.75,25958.75,25950.25,25957.25,431,25947.88,25924.51,0.00
2025-12-05,00:02:00,25958,25960.5,25957.5,25960,198,25947.97,25924.60,0.00
2025-12-05,00:03:00,25960,25964.25,25960,25963,419,25948.22,25924.81,0.00
2025-12-05,00:04:00,25963.25,25964.25,25962.25,25964,334,25948.42,25924.99,0.00
2025-12-05,00:05:00,25964,25965.75,25963.25,25964.5,249,25948.58,25925.12,0.00
2025-12-05,00:06:00,25964,25964.75,25962.75,25964.5,189,25948.70,25925.21,0.00
2025-12-05,00:07:00,25964.5,25966,25962.25,25963.25,228,25948.83,25925.33,0.00
2025-12-05,00:08:00,25963.5,25969.75,25963.5,25967,676,25966.75,25925.69,0.00
2025-12-05,00:09:00,25967.5,25969.75,25965.5,25969,301,25967.16,25925.86,0.00
2025-12-05,00:10:00,25969.25,25970.25,25967,25967.5,226,25968.25,25925.98,0.00
2025-12-05,00:11:00,25967.5,25968.75,25965.25,25965.25,145,25967.53,25926.06,0.00
2025-12-05,00:12:00,25965.25,25969.25,25965.25,25969.25,232,25967.68,25926.19,0.00
2025-12-05,00:13:00,25968.25,25970.25,25968,25969.75,202,25968.10,25926.30,0.00
2025-12-05,00:14:00,25969.5,25970,25967,25968.75,257,25968.21,25926.44,0.00
2025-12-05,00:15:00,25968.5,25969,25965,25965.25,354,25967.76,25926.62,0.00
2025-12-05,00:16:00,25965.75,25967.25,25963.25,25964,274,25967.29,25926.75,0.00
2025-12-05,00:17:00,25964.5,25964.75,25957.5,25959.5,713,25965.30,25927.05,0.00
2025-12-05,00:18:00,25960,25961.25,25958.25,25958.25,284,25964.66,25927.17,0.00
2025-12-05,00:19:00,25958.25,25960.5,25956.75,25960.25,292,25964.12,25927.29,0.00
2025-12-05,00:20:00,25960.5,25962,25960,25962,169,25963.97,25927.36,0.00
2025-12-05,00:21:00,25962,25962.5,25960.25,25960.5,155,25963.84,25927.42,0.00
2025-12-05,00:22:00,25960.75,25963.25,25959.25,25963,149,25963.75,25927.49,0.00
2025-12-05,00:23:00,25962.75,25964.75,25959,25959.5,308,25963.53,25927.62,0.00
2025-12-05,00:24:00,25960,25961.25,25958.25,25958.25,130,25963.39,25927.67,0.00
2025-12-05,00:25:00,25958,25958.75,25954.75,25954.75,238,25962.97,25927.75,0.00
2025-12-05,00:26:00,25955,25958,25953.75,25957.25,265,25962.57,25927.84,0.00
2025-12-05,00:27:00,25957,25959.5,25956.75,25958.5,190,25962.39,25927.91,0.00
2025-12-05,00:28:00,25958.5,25960.25,25951,25954,397,25961.81,25928.05,0.00
2025-12-05,00:29:00,25954.25,25957.5,25954,25955.75,127,25961.66,25928.09,0.00
2025-12-05,00:30:00,25956,25960,25956,25959.25,183,25961.54,25928.16,0.00
2025-12-05,00:31:00,25959.75,25961,25956.5,25960.5,229,25961.45,25928.24,0.00
2025-12-05,00:32:00,25960.25,25961.25,25958.25,25960.5,220,25961.40,25928.33,0.00
2025-12-05,00:33:00,25960.75,25962.75,25960.25,25961.5,180,25961.40,25928.40,0.00
2025-12-05,00:34:00,25961.75,25965.25,25961.75,25963.25,256,25961.48,25928.51,0.00
2025-12-05,00:35:00,25963,25963.75,25962,25963,133,25961.51,25928.56,0.00
2025-12-05,00:36:00,25963,25965.75,25961.75,25963,251,25961.59,25928.67,0.00
2025-12-05,00:37:00,25963.75,25965.5,25963.5,25964.5,129,25961.65,25928.72,0.00
2025-12-05,00:38:00,25964.5,25964.5,25961.75,25962.5,251,25961.69,25928.82,0.00
2025-12-05,00:39:00,25962.25,25963.25,25959.75,25963,228,25961.70,25928.91,0.00
2025-12-05,00:40:00,25963,25964.75,25963,25963.25,77,25961.72,25928.95,0.00
2025-12-05,00:41:00,25963,25963.25,25960,25962,155,25961.72,25929.01,0.00
2025-12-05,00:42:00,25961.5,25962.5,25959,25960.5,102,25961.71,25929.04,0.00
2025-12-05,00:43:00,25960.75,25960.75,25956.25,25956.75,249,25961.59,25929.13,0.00
2025-12-05,00:44:00,25957,25959.5,25956.25,25959.5,195,25961.51,25929.20,0.00
2025-12-05,00:45:00,25959.5,25960.25,25956.25,25956.75,159,25961.43,25929.25,0.00
2025-12-05,00:46:00,25956.5,25957.25,25952.75,25953.75,385,25961.12,25929.36,0.00
2025-12-05,00:47:00,25953.75,25956.75,25953.75,25955.75,141,25961.03,25929.41,0.00
2025-12-05,00:48:00,25955.25,25957.75,25954.5,25956.75,74,25960.99,25929.43,0.00
2025-12-05,00:49:00,25956.75,25959.25,25956.5,25959.25,82,25960.97,25929.46,0.00
2025-12-05,00:50:00,25958.75,25959.5,25957.5,25958.25,114,25960.93,25929.50,0.00
