Date,Time,Open,High,Low,Close,Volume,HighVWAP,LowVWAP,LevelPrice
2025-12-03,00:00:00,25919,25921.75,25919,25921.5,98,25921.91,25895.82,0.00
2025-12-03,00:01:00,25920.75,25921.25,25918.5,25918.5,97,25921.83,25895.85,0.00
2025-12-03,00:02:00,25918.75,25922,25918,25921.25,142,25921.77,25895.90,0.00
2025-12-03,00:03:00,25920.75,25924.5,25920.75,25923.5,140,25921.82,25895.96,0.00
2025-12-03,00:04:00,25922.75,25923.75,25920.5,25923.5,153,25921.85,25896.02,0.00
2025-12-03,00:05:00,25923.75,25923.75,25921.75,25923,142,25921.89,25896.07,0.00
2025-12-03,00:06:00,25923,25923,25917.5,25917.75,293,25921.70,25896.17,0.00
2025-12-03,00:07:00,25918,25919,25916.75,25917.5,239,25921.48,25896.24,0.00
2025-12-03,00:08:00,25918,25920.5,25916.5,25920.5,166,25921.39,25896.30,0.00
2025-12-03,00:09:00,25920.25,25925.5,25920.25,25922.25,328,25921.48,25896.42,0.00
2025-12-03,00:10:00,25922.5,25925.25,25921,25925.25,197,25921.57,25896.50,0.00
2025-12-03,00:11:00,25924.75,25925.25,25923.25,25924.5,213,25921.69,25896.58,0.00
2025-12-03,00:12:00,25924.75,25926.5,25924.25,25924.5,143,25921.78,25896.64,0.00
2025-12-03,00:13:00,25924.5,25926.25,25923.25,25923.5,122,25921.84,25896.69,0.00
2025-12-03,00:14:00,25923.25,25924,25922.25,25923.5,111,25921.87,25896.73,0.00
2025-12-03,00:15:00,25923.5,25923.5,25921,25923,161,25921.89,25896.79,0.00
2025-12-03,00:16:00,25923.5,25924.25,25919.25,25921.25,250,25921.87,25896.88,0.00
2025-12-03,00:17:00,25921.25,25922.25,25919.75,25921.75,97,25921.86,25896.91,0.00
2025-12-03,00:18:00,25921.25,25922.5,25921,25921.25,96,25921.86,25896.94,0.00
2025-12-03,00:19:00,25921.25,25923.75,25921.25,25923.75,83,25921.87,25896.97,0.00
2025-12-03,00:20:00,25922.75,25924,25922.25,25922.25,74,25921.89,25897.00,0.00
2025-12-03,00:21:00,25922.5,25925.25,25921.5,25923.5,154,25921.92,25897.06,0.00
2025-12-03,00:22:00,25923.5,25924.25,25922.75,25923.75,111,25921.95,25897.10,0.00
2025-12-03,00:23:00,25923.25,25923.25,25920.75,25921.25,144,25921.95,25897.15,0.00
2025-12-03,00:24:00,25921,25923,25920.5,25921,92,25921.94,25897.18,0.00
2025-12-03,00:25:00,25921.5,25923.25,25921,25922,66,25921.94,25897.20,0.00
2025-12-03,00:26:00,25921.5,25921.5,25918.5,25919.75,204,25921.88,25897.26,0.00
2025-12-03,00:27:00,25920.25,25921,25919.5,25921,53,25921.87,25897.28,0.00
2025-12-03,00:28:00,25920.5,25921.75,25918.5,25918.75,122,25921.84,25897.32,0.00
2025-12-03,00:29:00,25918.5,25919.25,25918,25918.75,127,25921.78,25897.36,0.00
2025-12-03,00:30:00,25918.25,25919.75,25918,25919.25,96,25921.74,25897.38,0.00
2025-12-03,00:31:00,25919,25919.75,25915.25,25915.25,364,25921.51,25897.48,0.00
2025-12-03,00:32:00,25915.25,25920,25914.5,25919.25,314,25921.37,25897.57,0.00
2025-12-03,00:33:00,25919,25920,25916.5,25919,137,25921.32,25897.61,0.00
2025-12-03,00:34:00,25919,25919,25916,25916.25,85,25921.28,25897.63,0.00
2025-12-03,00:35:00,25916.25,25917.75,25916,25917.75,40,25921.26,25897.64,0.00
2025-12-03,00:36:00,25918.25,25919,25916.5,25917,104,25921.21,25897.67,0.00
2025-12-03,00:37:00,25917,25917.25,25915.75,25916.25,72,25921.17,25897.69,0.00
2025-12-03,00:38:00,25916.25,25918.5,25915.5,25918.25,142,25921.11,25897.72,0.00
2025-12-03,00:39:00,25918.5,25919.75,25917.25,25918.75,103,25921.08,25897.75,0.00
2025-12-03,00:40:00,25919,25919.25,25916.75,25917,123,25921.03,25897.79,0.00
2025-12-03,00:41:00,25917.25,25917.75,25916,25916,110,25920.98,25897.81,0.00
2025-12-03,00:42:00,25916.5,25917.5,25914.75,25917.5,134,25920.91,25897.85,0.00
2025-12-03,00:43:00,25917.75,25919.5,25916.75,25918.25,145,25920.87,25897.89,0.00
2025-12-03,00:44:00,25918.25,25919.25,25917.25,25917.25,68,25920.85,25897.90,0.00
2025-12-03,00:45:00,25917.25,25917.25,25915.75,25916.25,53,25920.82,25897.92,0.00
2025-12-03,00:46:00,25916.25,25916.75,25915.25,25916,54,25920.79,25897.93,0.00
2025-12-03,00:47:00,25915.75,25917.25,25915.25,25916.75,49,25920.77,25897.94,0.00
2025-12-03,00:48:00,25917,25917,25913.75,25915,166,25920.68,25897.98,0.00
2025-12-03,00:49:00,25915.25,25916,25914.25,25915,102,25920.62,25898.00,0.00
2025-12-03,00:50:00,25914.5,25916.5,25914.5,25916.25,62,25920.59,25898.02,0.00
2025-12-03,00:51:00,25916.75,25917,25916,25917,96,25920.55,25898.04,0.00
2025-12-03,00:52:00,25916.75,25918,25916,25917.75,186,25920.49,25898.09,0.00
2025-12-03,00:53:00,25917.25,25918,25916,25916.5,98,25920.45,25898.11,0.00
2025-12-03,00:54:00,25916.75,25917,25914.5,25915.75,138,25920.39,25898.15,0.00
2025-12-03,00:55:00,25915.5,25917.25,25914.75,25916.5,131,25920.34,25898.18,0.00
2025-12-03,00:56:00,25916.5,25916.75,25915,25915.75,83,25920.30,25898.20,0.00
2025-12-03,00:57:00,25915.75,25915.75,25911.25,25912.25,301,25920.10,25898.26,0.00
2025-12-03,00:58:00,25912.25,25914.25,25909,25914.25,390,25919.84,25898.33,0.00
2025-12-03,00:59:00,25914.25,25915.25,25912.75,25913.75,98,25919.79,25898.35,0.00
2025-12-03,01:00:00,25913.25,25914.5,25912.25,25913,75,25919.74,25898.36,0.00
2025-12-03,01:01:00,25913,25914.25,25911.75,25912.25,147,25919.65,25898.39,0.00
2025-12-03,01:02:00,25912,25914,25911.5,25913.5,88,25919.60,25898.41,0.00
2025-12-03,01:03:00,25913.25,25914.5,25911.25,25914,80,25919.56,25898.42,0.00
2025-12-03,01:04:00,25914,25914.5,25913.25,25914,89,25919.52,25898.44,0.00
2025-12-03,01:05:00,25914,25921.25,25914,25919.5,573,25919.46,25898.59,0.00
2025-12-03,01:06:00,25919.5,25921.75,25916.75,25920.75,307,25919.47,25898.67,0.00
2025-12-03,01:07:00,25921.5,25927.25,25921.25,25923.75,546,25919.66,25898.85,0.00
2025-12-03,01:08:00,25923.75,25923.75,25920.25,25922,250,25919.70,25898.92,0.00
2025-12-03,01:09:00,25922,25926.5,25921.5,25926.25,196,25919.77,25898.98,0.00
2025-12-03,01:10:00,25926.25,25928.25,25924.25,25927.5,345,25919.94,25899.10,0.00
2025-12-03,01:11:00,25926.25,25927.25,25925.25,25926,148,25920.01,25899.15,0.00
2025-12-03,01:12:00,25926,25926.5,25924.5,25924.75,182,25920.07,25899.21,0.00
2025-12-03,01:13:00,25924.75,25925,25922.5,25922.5,237,25920.13,25899.28,0.00
2025-12-03,01:14:00,25922.75,25925.5,25921.5,25925.5,154,25920.17,25899.33,0.00
2025-12-03,01:15:00,25925,25927,25924.5,25925.75,158,25920.23,25899.38,0.00
2025-12-03,01:16:00,25925.75,25931.75,25925.25,25926.25,462,25927.75,25899.55,0.00
2025-12-03,01:17:00,25926.5,25928.5,25925.75,25926.25,285,25927.40,25899.64,0.00
2025-12-03,01:18:00,25926,25926.5,25923.5,25925,160,25926.98,25899.69,0.00
2025-12-03,01:19:00,25924.5,25925.5,25923.75,25924.5,119,25926.70,25899.73,0.00
2025-12-03,01:20:00,25924.25,25926.5,25924.25,25926,85,25926.61,25899.76,0.00
2025-12-03,01:21:00,25926,25927,25924.5,25924.75,159,25926.46,25899.81,0.00
2025-12-03,01:22:00,25925,25925.5,25921.25,25921.75,263,25925.84,25899.88,0.00
