Date,Time,Open,High,Low,Close,Volume,HighVWAP,LowVWAP,LevelPrice
2025-12-01,00:00:00,25516.25,25516.5,25510.75,25513,306,25602.97,25510.33,0.00
2025-12-01,00:01:00,25512.25,25513.75,25509.25,25510,410,25602.83,25510.35,0.00
2025-12-01,00:02:00,25510,25514.75,25509.5,25514.25,268,25602.74,25510.40,0.00
2025-12-01,00:03:00,25514.25,25517,25512,25514.5,339,25602.62,25510.50,0.00
2025-12-01,00:04:00,25514.75,25517.75,25514,25514.25,267,25602.53,25510.60,0.00
2025-12-01,00:05:00,25515,25519.25,25510.75,25511.5,492,25602.36,25510.71,0.00
2025-12-01,00:06:00,25512.25,25516.75,25505.5,25508,621,25602.14,25510.69,0.00
2025-12-01,00:07:00,25507.75,25508.75,25503.25,25507,584,25601.93,25510.52,0.00
2025-12-01,00:08:00,25507.75,25516.75,25507,25515.5,498,25601.76,25510.60,0.00
2025-12-01,00:09:00,25516,25517.5,25509.75,25514.75,381,25601.64,25510.68,0.00
2025-12-01,00:10:00,25514.5,25516.25,25508.5,25508.5,248,25601.55,25510.69,0.00
2025-12-01,00:11:00,25508.25,25508.75,25505,25507.5,388,25601.41,25510.60,0.00
2025-12-01,00:12:00,25507.75,25509.75,25505.75,25506.25,321,25601.30,25510.54,0.00
2025-12-01,00:13:00,25506.5,25509,25503.25,25508,271,25601.20,25510.48,0.00
2025-12-01,00:14:00,25509,25512.75,25507,25507.5,517,25601.02,25510.44,0.00
2025-12-01,00:15:00,25507.25,25507.25,25500.75,25503,536,25600.82,25510.24,0.00
2025-12-01,00:16:00,25503,25504.25,25500.5,25501.75,268,25600.72,25510.13,0.00
2025-12-01,00:17:00,25502.5,25507.75,25502.25,25504,318,25600.61,25510.03,0.00
2025-12-01,00:18:00,25504.5,25510.75,25503.25,25508.75,286,25600.51,25510.00,0.00
2025-12-01,00:19:00,25509.25,25511.25,25506.25,25507.75,278,25600.41,25509.98,0.00
2025-12-01,00:20:00,25507.5,25511.75,25506.75,25506.75,218,25600.34,25509.96,0.00
2025-12-01,00:21:00,25506.25,25507.5,25502.5,25504.25,291,25600.23,25509.88,0.00
2025-12-01,00:22:00,25504.25,25506.5,25500.75,25502,230,25600.15,25509.81,0.00
2025-12-01,00:23:00,25502.25,25506.25,25501,25502.25,250,25600.06,25509.72,0.00
2025-12-01,00:24:00,25502.25,25504.75,25500.75,25502,238,25599.97,25509.64,0.00
2025-12-01,00:25:00,25501.5,25504.25,25498.5,25503.5,415,25599.82,25509.49,0.00
2025-12-01,00:26:00,25503.25,25508.25,25503.25,25506.25,536,25599.63,25509.41,0.00
2025-12-01,00:27:00,25505.75,25505.75,25496,25504.25,878,25599.31,25509.12,0.00
2025-12-01,00:28:00,25504.25,25505.5,25501.5,25505.5,253,25599.22,25509.06,0.00
2025-12-01,00:29:00,25505.75,25508.25,25504,25504,313,25599.12,25509.01,0.00
2025-12-01,00:30:00,25504.5,25506.25,25497.75,25501.5,361,25598.99,25508.90,0.00
2025-12-01,00:31:00,25501.5,25502.25,25495.25,25499.25,620,25598.76,25508.65,0.00
2025-12-01,00:32:00,25499.25,25502,25496.5,25501.25,300,25598.65,25508.54,0.00
2025-12-01,00:33:00,25500.5,25501.25,25497,25497.25,112,25598.61,25508.49,0.00
2025-12-01,00:34:00,25498,25504.25,25497.75,25501.25,289,25598.50,25508.41,0.00
2025-12-01,00:35:00,25501.75,25504.5,25500.5,25501.5,310,25598.39,25508.33,0.00
2025-12-01,00:36:00,25501.5,25501.75,25498.25,25500,178,25598.33,25508.27,0.00
2025-12-01,00:37:00,25499.75,25500,25495.5,25496.75,249,25598.24,25508.16,0.00
2025-12-01,00:38:00,25497.25,25504,25496.5,25503.5,429,25598.08,25508.05,0.00
2025-12-01,00:39:00,25503,25513,25502.5,25511.75,672,25597.86,25508.08,0.00
2025-12-01,00:40:00,25511.25,25513.5,25507.25,25509.5,530,25597.69,25508.12,0.00
2025-12-01,00:41:00,25510,25512,25506.25,25511.5,342,25597.59,25508.14,0.00
2025-12-01,00:42:00,25511.75,25515,25510.25,25512.25,372,25597.47,25508.20,0.00
2025-12-01,00:43:00,25512.5,25514,25509.25,25511.5,307,25597.37,25508.23,0.00
2025-12-01,00:44:00,25511.25,25512.75,25507.75,25508.25,203,25597.31,25508.24,0.00
2025-12-01,00:45:00,25508,25509.25,25504.5,25504.5,271,25597.22,25508.22,0.00
2025-12-01,00:46:00,25504.25,25505.25,25501.5,25503.25,447,25597.07,25508.15,0.00
2025-12-01,00:47:00,25503.25,25503.25,25497,25499.5,453,25596.91,25508.02,0.00
2025-12-01,00:48:00,25499,25502.25,25498.75,25499.25,251,25596.82,25507.96,0.00
2025-12-01,00:49:00,25499.25,25503.75,25498.75,25500.75,220,25596.74,25507.91,0.00
2025-12-01,00:50:00,25501,25506.5,25500,25504,325,25596.64,25507.86,0.00
2025-12-01,00:51:00,25503.5,25504.75,25499.5,25500.5,237,25596.55,25507.81,0.00
2025-12-01,00:52:00,25501,25502,25494.5,25495.25,454,25596.39,25507.66,0.00
2025-12-01,00:53:00,25495.25,25499,25492.75,25495,549,25596.19,25507.45,0.00
2025-12-01,00:54:00,25494.5,25494.75,25490.5,25491.5,489,25596.01,25507.21,0.00
2025-12-01,00:55:00,25491.5,25498,25488.75,25492.5,629,25595.78,25493.08,0.00
2025-12-01,00:56:00,25493.75,25494.5,25484.5,25485.5,904,25595.43,25488.17,0.00
2025-12-01,00:57:00,25485.75,25486.25,25480.5,25484.25,950,25595.05,25483.67,0.00
2025-12-01,00:58:00,25484.5,25487,25480.75,25486.75,778,25594.75,25484.19,0.00
2025-12-01,00:59:00,25487,25491.25,25485.25,25488.25,539,25594.55,25485.16,0.00
2025-12-01,01:00:00,25488.75,25489,25483.25,25483.5,527,25594.34,25485.17,0.00
2025-12-01,01:01:00,25484,25485.75,25474.5,25480,1568,25593.72,25480.08,0.00
2025-12-01,01:02:00,25480.25,25488.25,25480.25,25484,860,25593.39,25481.53,0.00
2025-12-01,01:03:00,25484,25484.5,25477,25477.5,429,25593.21,25481.25,0.00
2025-12-01,01:04:00,25478.75,25481.25,25476,25476,244,25593.12,25480.97,0.00
2025-12-01,01:05:00,25476,25476,25463.5,25469.75,2287,25592.14,25469.75,0.00
2025-12-01,01:06:00,25470,25472.5,25466,25470.75,654,25591.86,25469.75,0.00
2025-12-01,01:07:00,25470.75,25473.5,25463.25,25463.25,721,25591.55,25466.67,0.00
2025-12-01,01:08:00,25463.5,25470.75,25459.5,25470.5,1299,25590.99,25466.92,0.00
2025-12-01,01:09:00,25470,25475,25466.25,25469,677,25590.71,25468.00,0.00
2025-12-01,01:10:00,25469.25,25473,25465,25472.5,444,25590.53,25468.40,0.00
2025-12-01,01:11:00,25472.25,25480,25472.25,25478.75,1013,25590.14,25470.94,0.00
2025-12-01,01:12:00,25479.5,25480.75,25476.25,25477.5,486,25589.95,25471.83,0.00
2025-12-01,01:13:00,25477.75,25483.25,25475,25482,610,25589.73,25472.94,0.00
2025-12-01,01:14:00,25481,25483,25472,25472.5,562,25589.51,25473.26,0.00
2025-12-01,01:15:00,25473.25,25475.5,25469.5,25473,428,25589.34,25473.22,0.00
2025-12-01,01:16:00,25472.5,25477,25470.5,25472.5,433,25589.17,25473.23,0.00
2025-12-01,01:17:00,25472.5,25475,25469.5,25470.5,403,25589.01,25473.13,0.00
2025-12-01,01:18:00,25470.5,25472.25,25466.75,25468.75,351,25588.87,25472.92,0.00
2025-12-01,01:19:00,25469.5,25470.25,25462.25,25464.25,714,25588.57,25472.22,0.00
2025-12-01,01:20:00,25464.25,25465.75,25462,25464.5,340,25588.43,25471.86,0.00
2025-12-01,01:21:00,25464.25,25469.25,25461.25,25462.75,609,25588.18,25471.32,0.00
2025-12-01,01:22:00,25462.25,25468.25,25461,25466.5,394,25588.02,25471.05,0.00
2025-12-01,01:23:00,25466.25,25468.25,25461.5,25463,333,25587.88,25470.80,0.00
2025-12-01,01:24:00,25463,25465.5,25461.5,25463.75,264,25587.77,25470.59,0.00
