Date,Time,Open,High,Low,Close,Volume,HighVWAP,LowVWAP,LevelPrice
2025-11-18,00:00:00,25030.75,25044.25,25029.75,25038.75,634,25109.60,25035.11,0.00
2025-11-18,00:01:00,25038,25038.5,25026,25026.75,698,25109.06,25034.69,0.00
2025-11-18,00:02:00,25027.25,25028.75,25018.25,25027.5,1007,25108.25,25033.59,0.00
2025-11-18,00:03:00,25028.25,25033.5,25022.75,25024.75,526,25107.84,25033.22,0.00
2025-11-18,00:04:00,25023.75,25028.25,25020.75,25024.25,388,25107.54,25032.88,0.00
2025-11-18,00:05:00,25024.5,25026.5,25009.75,25013.5,1373,25106.37,25016.58,0.00
2025-11-18,00:06:00,25012.75,25026.25,25012.75,25020.5,1087,25105.49,25018.02,0.00
2025-11-18,00:07:00,25020,25023.75,25013,25013,694,25104.92,25017.70,0.00
2025-11-18,00:08:00,25013,25019.75,25009.75,25018,656,25104.39,25017.38,0.00
2025-11-18,00:09:00,25017.25,25018,25009.5,25014,435,25104.03,25013.83,0.00
2025-11-18,00:10:00,25014,25015.75,25003,25006.5,1301,25102.91,25008.42,0.00
2025-11-18,00:11:00,25006.25,25006.5,24994.5,24996.25,1537,25101.49,24999.08,0.00
2025-11-18,00:12:00,24996.25,24999,24978.25,24979,2491,25098.97,24985.42,0.00
2025-11-18,00:13:00,24978.5,24992.25,24978.25,24984.25,1693,25097.31,24985.21,0.00
2025-11-18,00:14:00,24984.25,24988.5,24975.75,24978.75,1015,25096.31,24981.00,0.00
2025-11-18,00:15:00,24978.75,24981,24969.5,24969.75,1118,25095.15,24973.42,0.00
2025-11-18,00:16:00,24969.75,24977.75,24965.75,24971.5,1566,25093.54,24971.67,0.00
2025-11-18,00:17:00,24972,24973.5,24943.5,24950.25,2232,25091.03,24955.75,0.00
2025-11-18,00:18:00,24950.25,24953.5,24919,24925.25,3512,25086.62,24932.58,0.00
2025-11-18,00:19:00,24926,24930.75,24888,24892.75,3988,25081.01,24903.83,0.00
2025-11-18,00:20:00,24892.75,24906.5,24889.75,24893,3233,25076.53,24900.51,0.00
2025-11-18,00:21:00,24893.5,24911.5,24861.5,24863.5,5039,25069.32,24878.83,0.00
2025-11-18,00:22:00,24862.5,24890,24860.75,24886,2770,25065.58,24878.92,0.00
2025-11-18,00:23:00,24886.5,24909.25,24885.5,24896.5,2692,25062.43,24887.87,0.00
2025-11-18,00:24:00,24895.5,24912.75,24885,24905.5,2030,25060.18,24891.45,0.00
2025-11-18,00:25:00,24905.25,24908,24885.75,24899.75,1550,25058.47,24892.54,0.00
2025-11-18,00:26:00,24899.75,24918.75,24898.5,24910.5,1969,25056.50,24895.53,0.00
2025-11-18,00:27:00,24910,24915,24890.5,24894.5,1335,25055.12,24896.02,0.00
2025-11-18,00:28:00,24894.75,24917,24894.75,24911.75,1025,25054.12,24896.92,0.00
2025-11-18,00:29:00,24910.5,24922.25,24909.75,24915.5,1237,25053.00,24898.52,0.00
2025-11-18,00:30:00,24915.75,24923,24901.75,24904.75,1240,25051.85,24899.41,0.00
2025-11-18,00:31:00,24905,24929,24905,24927.5,1710,25050.41,24901.46,0.00
2025-11-18,00:32:00,24927.75,24935,24918.25,24932.25,1175,25049.50,24903.16,0.00
2025-11-18,00:33:00,24931.75,24936.75,24917.5,24918,1436,25048.36,24904.65,0.00
2025-11-18,00:34:00,24918,24939,24918,24937.5,1097,25047.56,24906.03,0.00
2025-11-18,00:35:00,24937.5,24947.25,24935,24938,1497,25046.56,24908.27,0.00
2025-11-18,00:36:00,24938.25,24943.25,24924.75,24937,1187,25045.74,24909.60,0.00
2025-11-18,00:37:00,24936.25,24942.25,24926.5,24927,759,25045.21,24910.28,0.00
2025-11-18,00:38:00,24926.5,24931.75,24918.75,24922.25,1184,25044.34,24910.92,0.00
2025-11-18,00:39:00,24922.75,24940.5,24921.75,24934.75,753,25043.83,24911.53,0.00
2025-11-18,00:40:00,24934.25,24948,24933.5,24938.75,1233,25043.06,24912.79,0.00
2025-11-18,00:41:00,24938.75,24946.75,24927.25,24928.75,948,25042.44,24913.49,0.00
2025-11-18,00:42:00,24928,24938,24926.25,24934,702,25041.98,24913.95,0.00
2025-11-18,00:43:00,24932.5,24941.75,24931.75,24937,672,25041.56,24914.46,0.00
2025-11-18,00:44:00,24937.5,24948.75,24937.5,24943.5,697,25041.16,24915.11,0.00
2025-11-18,00:45:00,24944,24952.25,24942,24944.75,816,25040.70,24915.91,0.00
2025-11-18,00:46:00,24943.75,24959,24942.5,24943.75,1448,25039.92,24917.33,0.00
2025-11-18,00:47:00,24943.25,24946.75,24936.5,24940.75,763,25039.48,24917.87,0.00
2025-11-18,00:48:00,24939.25,24948.25,24933.25,24937.25,635,25039.12,24918.27,0.00
2025-11-18,00:49:00,24937.75,24950.25,24937.25,24945.75,772,25038.70,24918.84,0.00
2025-11-18,00:50:00,24946.75,24954.75,24945.25,24954,568,25038.41,24919.36,0.00
2025-11-18,00:51:00,24954,24970.25,24953.75,24968,1713,25037.69,24921.39,0.00
2025-11-18,00:52:00,24967.25,24967.5,24956.25,24956.25,826,25037.32,24922.22,0.00
2025-11-18,00:53:00,24957.25,24965.75,24955.25,24957,556,25037.08,24922.75,0.00
2025-11-18,00:54:00,24956.5,24966.5,24950.75,24963.75,705,25036.77,24923.42,0.00
2025-11-18,00:55:00,24963.25,24980,24962,24978,1221,25036.34,24924.91,0.00
2025-11-18,00:56:00,24977.5,24988.75,24976.5,24987.25,1325,25035.96,24926.77,0.00
2025-11-18,00:57:00,24987.25,24993,24981.25,24982.25,1449,25035.56,24928.71,0.00
