Date,Time,Open,High,Low,Close,Volume,HighVWAP,LowVWAP,LevelPrice
2025-12-08,00:00:00,26044,26045.75,26041.5,26042.25,263,26040.81,26013.22,0.00
2025-12-08,00:01:00,26042.75,26044,26042.25,26042.5,117,26040.86,26013.28,0.00
2025-12-08,00:02:00,26042.75,26045.25,26042.5,26042.75,152,26040.94,26013.36,0.00
2025-12-08,00:03:00,26043,26044.75,26041.75,26044.25,109,26040.99,26013.41,0.00
2025-12-08,00:04:00,26044.25,26047,26043.75,26045,153,26041.11,26013.49,0.00
2025-12-08,00:05:00,26045,26045.75,26043.25,26044.25,96,26041.17,26013.54,0.00
2025-12-08,00:06:00,26044,26044.25,26043,26044.25,31,26041.18,26013.56,0.00
2025-12-08,00:07:00,26043.5,26044,26042,26042,102,26041.21,26013.61,0.00
2025-12-08,00:08:00,26042.25,26043.75,26040.5,26041.75,140,26041.23,26013.67,0.00
2025-12-08,00:09:00,26041.75,26044.5,26041.5,26043.75,98,26041.26,26013.72,0.00
2025-12-08,00:10:00,26042.75,26045.75,26042.5,26045.75,62,26041.30,26013.75,0.00
2025-12-08,00:11:00,26045.5,26046.25,26044.75,26045.5,94,26041.36,26013.80,0.00
2025-12-08,00:12:00,26045.5,26045.75,26043.75,26045.75,57,26041.40,26013.83,0.00
2025-12-08,00:13:00,26045.75,26049.25,26045.75,26046.75,339,26047.25,26014.02,0.00
2025-12-08,00:14:00,26047,26048.5,26046.25,26048,92,26047.32,26014.07,0.00
2025-12-08,00:15:00,26047.5,26051,26047.25,26050.25,368,26049.50,26014.28,0.00
2025-12-08,00:16:00,26050.25,26050.5,26047,26047.5,304,26048.97,26014.45,0.00
2025-12-08,00:17:00,26047.75,26049.25,26047,26049.25,89,26048.92,26014.50,0.00
2025-12-08,00:18:00,26049.5,26051.75,26049.25,26049.25,294,26050.08,26014.67,0.00
2025-12-08,00:19:00,26049.75,26051.75,26049.25,26051,118,26050.25,26014.74,0.00
2025-12-08,00:20:00,26051,26052.5,26049.5,26049.75,184,26050.58,26014.84,0.00
2025-12-08,00:21:00,26049.5,26050.75,26048.75,26049.75,141,26050.22,26014.92,0.00
2025-12-08,00:22:00,26049.5,26050.75,26048.25,26049.75,132,26050.04,26014.99,0.00
2025-12-08,00:23:00,26050.25,26050.75,26049.5,26049.5,74,26050.02,26015.04,0.00
