ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward
14,6E 03-26,2025-12-17 02:54:00,Long,1.17725,2025-12-17 02:55:00,1.17715,SL_Long_04,-25.00,12.36,-37.36,-25.00,0.00,Europe Low,4,-1.00
15,6E 03-26,2025-12-17 03:04:00,Long,1.176,2025-12-17 03:06:00,1.1757,SL_Long_05,-75.00,12.36,-87.36,-75.00,25.00,Europe Low,5,-1.00
16,6E 03-26,2025-12-17 03:13:00,Long,1.17585,2025-12-17 03:19:00,1.1756,SL_Long_06,-62.50,12.36,-74.86,-62.50,100.00,Europe Low,6,-1.00
17.1,6E 03-26,2025-12-17 03:34:00,Long,1.17595212882096,2025-12-17 06:53:00,1.17725,TP1_Long_07,162.23,6.18,156.05,-100.53,336.97,Europe Low,7,1.08
17.2,6E 03-26,2025-12-17 03:34:00,Long,1.17595212882096,2025-12-17 06:53:00,1.1773,TP2_Long_07,168.48,6.18,162.30,-100.53,336.97,Europe Low,7,1.12
18.1,6E 03-26,2025-12-17 11:52:00,Short,1.18059806918744,2025-12-18 05:13:00,1.1777,TP1_Short_01,362.26,6.18,356.08,-37.98,737.02,Asia High,1,3.61
18.2,6E 03-26,2025-12-17 11:52:00,Short,1.18059806918744,2025-12-18 09:31:00,1.18059806918744,SL_Short_01,0.00,6.18,-6.18,-37.98,737.02,Asia High,1,0.00
19.1,6E 03-26,2025-12-18 10:04:00,Short,1.18044908400357,2025-12-18 10:20:00,1.17895,TP1_Short_01,187.39,6.18,181.21,-12.73,387.27,USA High,1,0.94
19.2,6E 03-26,2025-12-18 10:04:00,Short,1.18044908400357,2025-12-18 11:18:00,1.17795,TP2_Short_01,312.39,6.18,306.21,-12.73,387.27,USA High,1,1.56
20,6E 03-26,2025-12-19 00:50:00,Long,1.1765,2025-12-19 00:54:00,1.17635,SL_Long_01,-37.50,12.36,-49.86,-37.50,12.50,USA Low,1,-1.00
21,6E 03-26,2025-12-19 03:40:00,Long,1.17605,2025-12-19 03:45:00,1.1757,SL_Long_01,-87.50,12.36,-99.86,-87.50,25.00,Europe Low,1,-1.00
22,6E 03-26,2025-12-19 03:49:00,Long,1.1757,2025-12-19 03:51:00,1.1756,SL_Long_02,-25.00,12.36,-37.36,-25.00,12.50,Europe Low,2,-1.00
23.1,6E 03-26,2025-12-19 04:04:00,Long,1.17555035317861,2025-12-19 05:24:00,1.1765,TP1_Long_03,118.71,6.18,112.53,0.00,249.91,Asia Low,3,1.05
23.2,6E 03-26,2025-12-19 04:04:00,Long,1.17555035317861,2025-12-19 05:24:00,1.1765,TP2_Long_03,118.71,6.18,112.53,0.00,249.91,Asia Low,3,1.05
24,6E 03-26,2025-12-19 10:27:00,Short,1.17845,2025-12-19 10:27:00,1.1786,SL_Short_01,-37.50,12.36,-49.86,-37.50,0.00,Asia High,1,-1.00
