ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward
30,MGC 02-26,2025-12-12 06:32:00,Short,4353.59799894681,2025-12-12 06:35:00,4356.2,SL_Short_06,-52.04,3.08,-55.12,-52.04,55.96,Europe High,6,-1.00
31,MGC 02-26,2025-12-12 07:00:00,Short,4364.58050149701,2025-12-12 07:05:00,4368.1,SL_Short_07,-70.39,3.08,-73.47,-70.39,61.61,Europe High,7,-1.00
32,MGC 02-26,2025-12-12 07:15:00,Short,4371.9,2025-12-12 07:16:00,4373.3,SL_Short_08,-42.00,4.62,-46.62,-42.00,57.00,Europe High,8,-1.00
33,MGC 02-26,2025-12-12 07:30:00,Short,4371.09444089457,2025-12-12 07:48:00,4374.5,SL_Short_09,-68.11,3.08,-71.19,-68.11,91.89,Europe High,9,-1.00
34,MGC 02-26,2025-12-12 07:51:00,Short,4374.39844213649,2025-12-12 07:54:00,4375.7,SL_Short_10,-39.05,4.62,-43.67,-39.05,23.95,Europe High,10,-1.00
35,MGC 02-26,2025-12-12 08:31:00,Short,4370.04750812568,2025-12-12 09:31:00,4376.9,SL_Short_11,-137.05,3.08,-140.13,-137.05,274.95,Europe High,11,-1.00
36,MGC 02-26,2025-12-12 09:57:00,Short,4374.08781400764,2025-12-12 10:54:00,4381.4,SL_Short_12,-146.24,3.08,-149.32,-146.24,219.76,Europe High,12,-1.00
37.1,MGC 02-26,2025-12-12 11:08:00,Short,4379.39088833317,2025-12-12 11:22:00,4349.3,TP1_Short_13,300.91,1.54,299.37,-98.18,603.82,Europe High,13,1.83
37.2,MGC 02-26,2025-12-12 11:08:00,Short,4379.39088833317,2025-12-12 11:59:00,4316.8,TP2_Short_13,625.91,1.54,624.37,-98.18,626.91,Europe High,13,3.81
38,MGC 02-26,2025-12-12 13:08:00,Long,4303.44251621873,2025-12-12 13:08:00,4303.3,SL_Long_01,-2.85,3.08,-5.93,-2.85,0.00,Asia Low,1,-1.00
1,MGC 02-26,2025-12-01 06:46:00,Short,4290.76503198296,2025-12-01 09:41:00,4298,SL_Short_01,-144.70,3.08,-147.78,-144.70,243.30,Europe High,1,-1.00
2.1,MGC 02-26,2025-12-02 06:06:00,Long,4219.81573371283,2025-12-02 09:01:00,4244.3,TP1_Long_01,244.84,1.54,243.30,-138.31,491.69,Asia Low,1,1.37
2.2,MGC 02-26,2025-12-02 06:06:00,Long,4219.81573371283,2025-12-02 11:27:00,4219.81573371283,SL_Long_01,0.00,1.54,-1.54,-138.31,491.69,Asia Low,1,0.00
3.1,MGC 02-26,2025-12-02 12:17:00,Long,4202.40521505685,2025-12-02 16:36:00,4237.3,TP1_Long_02,348.95,1.54,347.41,-8.10,699.90,Asia Low,2,1.94
3.2,MGC 02-26,2025-12-02 12:17:00,Long,4202.40521505685,2025-12-05 18:00:00,4227.1,Exit on session close,246.95,1.54,245.41,-8.10,881.95,Asia Low,2,1.37
1,MGC 02-26,2025-11-17 16:08:00,Long,4049.11153846151,2025-11-18 00:18:00,4043.3,SL_Long_01,-116.23,3.08,-119.31,-116.23,873.77,USA Low,1,-1.00
2,MGC 02-26,2025-11-18 00:36:00,Long,4047.93867872045,2025-11-18 03:13:00,4039.2,SL_Long_02,-174.77,3.08,-177.85,-174.77,267.23,USA Low,2,-1.00
3,MGC 02-26,2025-11-18 03:22:00,Long,4043.93466577092,2025-11-18 03:31:00,4037.7,SL_Long_03,-124.69,3.08,-127.77,-124.69,11.31,USA Low,3,-1.00
4,MGC 02-26,2025-11-18 10:12:00,Short,4109.2,2025-11-18 10:16:00,4112.5,SL_Short_01,-99.00,4.62,-103.62,-99.00,42.00,Asia High,1,-1.00
5,MGC 02-26,2025-11-18 10:25:00,Short,4115.29708520179,2025-11-18 10:33:00,4117.5,SL_Short_02,-88.12,6.16,-94.28,-88.12,375.88,Asia High,2,-1.00
6,MGC 02-26,2025-11-18 10:37:00,Short,4113.59986979166,2025-11-18 10:41:00,4117.8,SL_Short_03,-84.00,3.08,-87.08,-84.00,56.00,Asia High,3,-1.00
7.1,MGC 02-26,2025-11-18 10:49:00,Short,4111.2584716657,2025-11-18 12:03:00,4083.6,TP1_Short_04,276.58,1.54,275.04,-66.83,555.17,Asia High,4,1.72
7.2,MGC 02-26,2025-11-18 10:49:00,Short,4111.2584716657,2025-11-18 13:43:00,4111.2584716657,SL_Short_04,0.00,1.54,-1.54,-66.83,555.17,Asia High,4,0.00
8,MGC 02-26,2025-11-19 01:29:00,Short,4127.29721988206,2025-11-19 01:32:00,4129.7,SL_Short_01,-72.08,4.62,-76.70,-72.08,83.92,USA High,1,-1.00
9,MGC 02-26,2025-11-19 01:46:00,Short,4131.37103463019,2025-11-19 02:01:00,4135.3,SL_Short_01,-78.58,3.08,-81.66,-78.58,69.42,Europe High,1,-1.00
10.1,MGC 02-26,2025-11-19 02:07:00,Short,4133.1959198813,2025-11-19 04:12:00,4115.3,TP1_Short_02,178.96,1.54,177.42,-58.08,359.92,Europe High,2,2.48
10.2,MGC 02-26,2025-11-19 02:07:00,Short,4133.1959198813,2025-11-19 05:44:00,4133.1959198813,SL_Short_02,0.00,1.54,-1.54,-58.08,359.92,Europe High,2,0.00
11,MGC 02-26,2025-11-19 06:16:00,Short,4150.88862547891,2025-11-19 08:11:00,4156.8,SL_Short_01,-118.23,3.08,-121.31,-118.23,141.77,Europe High,1,-1.00
12,MGC 02-26,2025-11-19 08:23:00,Short,4153.05152295153,2025-11-19 10:56:00,4157.7,SL_Short_02,-92.97,3.08,-96.05,-92.97,307.03,Europe High,2,-1.00
13,MGC 02-26,2025-11-19 11:10:00,Short,4164.09539101992,2025-11-19 11:15:00,4168,SL_Short_03,-78.09,3.08,-81.17,-78.09,87.91,Europe High,3,-1.00
14.1,MGC 02-26,2025-11-19 11:21:00,Short,4168.09798418972,2025-11-19 11:54:00,4136.6,TP1_Short_04,314.98,1.54,313.44,0.00,631.96,Europe High,4,5.25
14.2,MGC 02-26,2025-11-19 11:21:00,Short,4168.09798418972,2025-11-19 12:27:00,4114.8,TP2_Short_04,532.98,1.54,531.44,0.00,631.96,Europe High,4,8.88
15.1,MGC 02-26,2025-11-19 13:17:00,Long,4101.21820530485,2025-11-19 14:53:00,4127.8,TP1_Long_01,265.82,1.54,264.28,-48.36,533.64,Asia Low,1,1.47
15.2,MGC 02-26,2025-11-19 13:17:00,Long,4101.21820530485,2025-11-19 19:48:00,4136.7,TP2_Long_01,354.82,1.54,353.28,-48.36,533.64,Asia Low,1,1.97
