ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward
13,MYM 03-26,2025-12-03 11:47:00,Short,48106.894728847,2025-12-03 12:09:00,48160,SL_Short_01,-53.11,3.64,-56.75,-53.11,33.89,Asia High,1,-1.00
14,MYM 03-26,2025-12-03 12:14:00,Short,48125.9419642857,2025-12-03 12:18:00,48166,SL_Short_02,-40.06,3.64,-43.70,-40.06,3.94,Asia High,2,-1.00
15,MYM 03-26,2025-12-03 12:32:00,Short,48156.8376647834,2025-12-03 12:34:00,48196,SL_Short_03,-39.16,3.64,-42.80,-39.16,4.84,Asia High,3,-1.00
16,MYM 03-26,2025-12-03 12:48:00,Short,48193.9015572859,2025-12-03 13:21:00,48231,SL_Short_04,-55.65,5.46,-61.11,-55.65,148.35,Asia High,4,-1.00
17,MYM 03-26,2025-12-03 13:29:00,Short,48243,2025-12-03 13:31:00,48259,SL_Short_05,-72.00,16.38,-88.38,-72.00,49.50,Asia High,5,-1.00
18,MYM 03-26,2025-12-03 13:53:00,Short,48280,2025-12-03 14:03:00,48303,SL_Short_06,-69.00,10.92,-79.92,-69.00,42.00,Asia High,6,-1.00
19,MYM 03-26,2025-12-03 14:28:00,Short,48284.8435527502,2025-12-03 14:41:00,48321,SL_Short_07,-72.31,7.28,-79.59,-72.31,13.69,Asia High,7,-1.00
20,MYM 03-26,2025-12-03 15:01:00,Short,48341.9775132275,2025-12-03 15:03:00,48365,SL_Short_08,-69.07,10.92,-79.99,-69.07,5.93,Asia High,8,-1.00
21,MYM 03-26,2025-12-03 15:08:00,Short,48366.9915611814,2025-12-03 15:29:00,48383,SL_Short_09,-80.04,18.20,-98.24,-80.04,89.96,Asia High,9,-1.00
22,MYM 03-26,2025-12-03 15:36:00,Short,48375.8943488943,2025-12-03 15:43:00,48387,SL_Short_10,-77.74,25.48,-103.22,-77.74,41.26,Asia High,10,-1.00
23,MYM 03-26,2025-12-03 15:57:00,Short,48388.8687943262,2025-12-03 16:07:00,48400,SL_Short_11,-61.22,20.02,-81.24,-61.22,114.78,Asia High,11,-1.00
24,MYM 03-26,2025-12-03 16:31:00,Short,48386.5659472422,2025-12-03 17:02:00,48418,SL_Short_12,-62.87,7.28,-70.15,-62.87,131.13,Asia High,12,-1.00
25,MYM 03-26,2025-12-03 17:22:00,Short,48432.8914691943,2025-12-04 10:33:00,48469,SL_Short_13,-54.16,5.46,-59.62,-54.16,140.84,Asia High,13,-1.00
26,MYM 03-26,2025-12-05 11:11:00,Short,48529,2025-12-05 12:11:00,48411,TP1_Short_01,118.00,3.64,114.36,-36.00,238.00,USA High,1,1.40
26.2,MYM 03-26,2025-12-05 11:11:00,Short,48529,2025-12-05 18:00:00,48391,Exit on session close,138.00,3.64,134.36,-36.00,238.00,USA High,1,1.64
1,MYM 03-26,2025-11-24 04:25:00,Short,46877,2025-11-24 04:56:00,46888,SL_Short_01,-60.50,20.02,-80.52,-60.50,187.00,Europe High,1,-1.10
2,MYM 03-26,2025-11-24 05:22:00,Long,46750,2025-11-24 05:22:00,46748,SL_Long_01,-59.00,107.38,-166.38,-118.00,29.50,Europe Low,1,-1.00
3,MYM 03-26,2025-11-24 05:36:00,Long,46648.179558011,2025-11-24 05:47:00,46719,TP1_Long_02,70.82,3.64,67.18,-12.27,109.23,Europe Low,2,1.15
3.2,MYM 03-26,2025-11-24 05:36:00,Long,46648.179558011,2025-11-24 06:35:00,46648.179558011,SL_Long_02,0.00,1.82,-1.82,-12.27,109.23,Europe Low,2,0.00
4,MYM 03-26,2025-11-25 05:01:00,Long,46819.7686567164,2025-11-25 05:06:00,46856,TP1_Long_01,90.58,9.10,81.48,-21.46,172.04,Asia Low,1,1.46
4.2,MYM 03-26,2025-11-25 05:01:00,Long,46819.7686567164,2025-11-25 05:34:00,46819.7686567164,SL_Long_01,0.00,7.28,-7.28,-21.46,172.04,Asia Low,1,0.00
5,MYM 03-26,2025-11-25 05:48:00,Long,46821.2537313433,2025-11-25 06:33:00,46803,SL_Long_02,-73.01,14.56,-87.57,-73.01,118.99,Asia Low,2,-1.00
6,MYM 03-26,2025-11-27 04:11:00,Long,47857,2025-11-27 04:11:00,47852,SL_Long_01,-77.50,56.42,-133.92,-77.50,0.00,Asia Low,1,-1.00
7,MYM 03-26,2025-11-27 05:47:00,Long,47869.3037037037,2025-11-27 05:51:00,47850,SL_Long_02,-86.87,16.38,-103.25,-86.87,3.13,Asia Low,2,-1.00
