ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward
4,MCL 02-26,2025-12-08 05:53:00,Long,59.4802721088435,2025-12-08 06:35:00,59.36,SL_Long_04,-72.16,9.24,-81.40,-72.16,29.84,Europe Low,4,-1.00
5,MCL 02-26,2025-12-08 06:48:00,Long,59.4002409638555,2025-12-08 07:14:00,59.31,SL_Long_05,-72.19,12.32,-84.51,-72.19,55.81,Europe Low,5,-1.00
6,MCL 02-26,2025-12-08 07:20:00,Long,59.31,2025-12-08 08:33:00,59.23,SL_Long_06,-72.00,13.86,-85.86,-72.00,63.00,Europe Low,6,-1.00
7,MCL 02-26,2025-12-08 08:48:00,Long,59.23,2025-12-08 08:52:00,59.18,SL_Long_07,-70.00,21.56,-91.56,-70.00,0.00,Europe Low,7,-1.00
8,MCL 02-26,2025-12-08 09:01:00,Long,59.0800317460318,2025-12-08 10:05:00,59.04,SL_Long_08,-68.05,26.18,-94.23,-68.05,713.95,Europe Low,8,-1.00
9,MCL 02-26,2025-12-08 10:11:00,Long,59.06,2025-12-08 12:04:00,58.95,SL_Long_09,-77.00,10.78,-87.78,-77.00,210.00,Europe Low,9,-1.00
10,MCL 02-26,2025-12-08 12:14:00,Long,59.0517586912066,2025-12-08 13:46:00,58.88,SL_Long_10,-34.35,3.08,-37.43,-34.35,21.65,Europe Low,10,-1.00
11,MCL 02-26,2025-12-08 14:04:00,Long,58.9300737463126,2025-12-08 14:14:00,58.86,SL_Long_11,-42.04,9.24,-51.28,-42.04,11.96,Europe Low,11,-1.00
12,MCL 02-26,2025-12-08 14:42:00,Long,58.6,2025-12-09 00:37:00,58.54,SL_Long_12,-42.00,10.78,-52.78,-42.00,133.00,Europe Low,12,-1.00
13,MCL 02-26,2025-12-09 00:41:00,Long,58.55,2025-12-09 00:43:00,58.51,SL_Long_01,-32.00,12.32,-44.32,-32.00,8.00,Asia Low,1,-1.00
14,MCL 02-26,2025-12-09 01:21:00,Long,58.5401111111111,2025-12-09 01:36:00,58.48,SL_Long_02,-36.07,9.24,-45.31,-36.07,17.93,Asia Low,2,-1.00
15,MCL 02-26,2025-12-09 02:11:00,Long,58.490303030303,2025-12-09 02:54:00,58.61,TP1_Long_03,47.88,6.16,41.72,-32.24,103.76,Asia Low,3,1.19
15.2,MCL 02-26,2025-12-09 02:11:00,Long,58.490303030303,2025-12-09 02:54:00,58.61,TP2_Long_03,47.88,6.16,41.72,-32.24,103.76,Asia Low,3,1.19
16,MCL 02-26,2025-12-09 06:31:00,Short,58.9499337748345,2025-12-09 08:02:00,59.02,SL_Short_01,-35.03,7.70,-42.73,-35.03,74.97,Asia High,1,-1.00
17,MCL 02-26,2025-12-09 08:05:00,Short,59.01,2025-12-09 09:22:00,58.74,TP1_Short_02,108.00,6.16,101.84,-14.00,196.00,Asia High,2,3.09
17.2,MCL 02-26,2025-12-09 08:05:00,Short,59.01,2025-12-09 10:59:00,58.45,TP2_Short_02,168.00,4.62,163.38,-14.00,196.00,Asia High,2,4.80
18,MCL 02-26,2025-12-09 11:05:00,Long,58.3600378787879,2025-12-09 11:21:00,58.26,SL_Long_01,-30.01,4.62,-34.63,-30.01,44.99,USA Low,1,-1.00
19,MCL 02-26,2025-12-09 11:43:00,Long,58.0801689189189,2025-12-09 12:38:00,58.01,SL_Long_02,-28.07,6.16,-34.23,-28.07,75.93,USA Low,2,-1.00
20,MCL 02-26,2025-12-09 12:51:00,Long,58.0600000000001,2025-12-10 05:52:00,57.96,SL_Long_03,-30.00,4.62,-34.62,-30.00,93.00,USA Low,3,-1.00
21,MCL 02-26,2025-12-10 17:02:00,Short,58.8299092558984,2025-12-11 01:31:00,58.24,TP1_Short_01,117.98,3.08,114.90,-12.04,239.96,USA High,1,3.27
21.2,MCL 02-26,2025-12-10 17:02:00,Short,58.8299092558984,2025-12-11 02:56:00,57.97,TP2_Short_01,171.98,3.08,168.90,-12.04,239.96,USA High,1,4.77
22,MCL 02-26,2025-12-11 04:20:00,Long,57.85,2025-12-11 04:20:00,57.81,SL_Long_01,-40.00,15.40,-55.40,-40.00,0.00,Asia Low,1,-1.00
23,MCL 02-26,2025-12-11 04:32:00,Long,57.74,2025-12-11 04:32:00,57.68,SL_Long_02,-42.00,10.78,-52.78,-42.00,0.00,Asia Low,2,-1.00
24,MCL 02-26,2025-12-11 04:44:00,Long,57.6701960784313,2025-12-11 04:51:00,57.61,SL_Long_03,-36.12,9.24,-45.36,-36.12,47.88,Asia Low,3,-1.00
25,MCL 02-26,2025-12-11 05:01:00,Long,57.590017211704,2025-12-11 06:03:00,57.49,SL_Long_04,-40.01,6.16,-46.17,-40.01,39.99,USA Low,4,-1.00
26,MCL 02-26,2025-12-11 06:11:00,Long,57.47,2025-12-11 06:25:00,57.39,SL_Long_05,-40.00,7.70,-47.70,-40.00,10.00,USA Low,5,-1.00
27,MCL 02-26,2025-12-11 06:31:00,Long,57.39,2025-12-11 10:01:00,57.37,SL_Long_06,-46.00,35.42,-81.42,-46.00,828.00,USA Low,6,-1.00
28,MCL 02-26,2025-12-11 11:18:00,Long,57.2,2025-12-11 11:18:00,57.3,TP2_Long_07,20.00,3.08,16.92,0.00,44.00,USA Low,7,0.33
28.2,MCL 02-26,2025-12-11 11:18:00,Long,57.2,2025-12-11 12:01:00,57.05,SL_Long_07,-60.00,6.16,-66.16,-30.00,44.00,USA Low,7,-1.00
29,MCL 02-26,2025-12-12 05:37:00,Long,57.61,2025-12-12 05:37:00,57.58,SL_Long_01,-42.00,21.56,-63.56,-42.00,0.00,Asia Low,1,-1.00
30,MCL 02-26,2025-12-12 05:44:00,Long,57.570350877193,2025-12-12 05:45:00,57.53,SL_Long_02,-48.42,18.48,-66.90,-48.42,0.00,Asia Low,2,-1.00
31,MCL 02-26,2025-12-12 06:00:00,Long,57.44,2025-12-12 06:03:00,57.42,SL_Long_03,-118.00,90.86,-208.86,-118.00,354.00,Asia Low,3,-1.00
32,MCL 02-26,2025-12-12 06:31:00,Long,57.31,2025-12-12 07:37:00,57.26,SL_Long_04,-60.00,18.48,-78.48,-60.00,252.00,Asia Low,4,-1.00
33,MCL 02-26,2025-12-12 07:55:00,Long,57.3313405797101,2025-12-12 10:49:00,57.21,SL_Long_05,-48.54,6.16,-54.70,-48.54,91.46,Asia Low,5,-1.00
34,MCL 02-26,2025-12-12 11:05:00,Long,57.2822572178478,2025-12-12 11:07:00,57.17,SL_Long_06,-67.35,9.24,-76.59,-67.35,4.65,Asia Low,6,-1.00
35,MCL 02-26,2025-12-12 11:15:00,Long,57.2,2025-12-12 11:22:00,57.12,SL_Long_07,-88.00,16.94,-104.94,-88.00,99.00,Asia Low,7,-1.00
36,MCL 02-26,2025-12-12 11:55:00,Long,57.2005258467023,2025-12-12 11:59:00,57.05,SL_Long_08,-90.32,9.24,-99.56,-90.32,5.68,Asia Low,8,-1.00
37,MCL 02-26,2025-12-12 12:09:00,Long,57.1,2025-12-12 12:46:00,57.45,TP1_Long_09,210.00,9.24,200.76,-11.00,396.00,Asia Low,9,2.39
37.2,MCL 02-26,2025-12-12 12:09:00,Long,57.1,2025-12-12 18:00:00,57.39,Exit on session close,145.00,7.70,137.30,-11.00,396.00,Asia Low,9,1.65
1,MCL 02-26,2025-12-01 09:37:00,Long,58.940073800738,2025-12-01 09:37:00,58.9,SL_Long_01,-44.08,16.94,-61.02,-44.08,0.00,Europe Low,1,-1.00
2,MCL 02-26,2025-12-01 10:00:00,Long,58.8124771689497,2025-12-01 10:35:00,59.28,TP1_Long_02,93.50,3.08,90.42,-16.99,191.01,Europe Low,2,2.08
2.2,MCL 02-26,2025-12-01 10:00:00,Long,58.8124771689497,2025-12-02 09:41:00,58.8124771689497,SL_Long_02,0.00,3.08,-3.08,-16.99,191.01,Europe Low,2,0.00
3,MCL 02-26,2025-12-03 04:19:00,Short,58.8399206349207,2025-12-03 04:25:00,58.88,SL_Short_01,-36.07,13.86,-49.93,-36.07,53.93,Asia High,1,-1.00
4,MCL 02-26,2025-12-03 04:39:00,Short,58.92,2025-12-03 04:39:00,58.94,SL_Short_02,-90.00,69.30,-159.30,-90.00,0.00,Asia High,2,-1.00
5,MCL 02-26,2025-12-03 04:52:00,Short,58.96,2025-12-03 05:07:00,59,SL_Short_03,-36.00,13.86,-49.86,-36.00,63.00,Asia High,3,-1.00
6,MCL 02-26,2025-12-03 05:26:00,Short,59.24,2025-12-03 05:35:00,59.26,SL_Short_04,-36.00,27.72,-63.72,-36.00,144.00,Asia High,4,-1.00
