Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
16,MNQ 03-25,Playback101,,Short,2,21657.50,21673.25,6/1/25 6:03:01 a. m.,6/1/25 6:11:35 a. m.,EntryAnticipado_Short_04,SL_Short_04,$-6680,$-93120,$380,$000,$000,$000,$000,$7000,$1000,$7680,9,
17,MNQ 03-25,Playback101,,Short,3,21657.75,21673.25,6/1/25 6:03:01 a. m.,6/1/25 6:11:35 a. m.,EntryAnticipado_Short_04,SL_Short_04,$-9870,$-1.02990,$570,$000,$000,$000,$000,$10350,$1650,$11520,9,
18,MNQ 03-25,Playback101,,Short,1,21678.75,21693.25,6/1/25 6:27:01 a. m.,6/1/25 7:10:45 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-3090,$-1.06080,$190,$000,$000,$000,$000,$3150,$7500,$10590,44,
19,MNQ 03-25,Playback101,,Short,3,21678.75,21693.00,6/1/25 6:27:01 a. m.,6/1/25 7:10:45 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-9120,$-1.15200,$570,$000,$000,$000,$000,$9450,$22500,$31620,44,
20,MNQ 03-25,Playback101,,Short,1,21679.00,21693.00,6/1/25 6:27:01 a. m.,6/1/25 7:10:45 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-2990,$-1.18190,$190,$000,$000,$000,$000,$3100,$7550,$10540,44,
21,MNQ 03-25,Playback101,,Short,3,21726.75,21737.25,6/1/25 7:34:01 a. m.,6/1/25 7:37:41 a. m.,EntryAnticipado_Short_02,SL_Short_02,$-6870,$-1.25060,$570,$000,$000,$000,$000,$6450,$4950,$11820,4,
22,MNQ 03-25,Playback101,,Short,3,21726.75,21737.00,6/1/25 7:34:01 a. m.,6/1/25 7:37:41 a. m.,EntryAnticipado_Short_02,SL_Short_02,$-6720,$-1.31780,$570,$000,$000,$000,$000,$6450,$4950,$11670,4,
23,MNQ 03-25,Playback101,,Short,1,21727.00,21737.00,6/1/25 7:34:01 a. m.,6/1/25 7:37:41 a. m.,EntryAnticipado_Short_02,SL_Short_02,$-2190,$-1.33970,$190,$000,$000,$000,$000,$2100,$1700,$3890,4,
24,MNQ 03-25,Playback101,,Short,1,21730.50,21745.50,6/1/25 7:42:01 a. m.,6/1/25 8:46:58 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-3190,$-1.37160,$190,$000,$000,$000,$000,$3400,$4400,$7590,65,
25,MNQ 03-25,Playback101,,Short,2,21730.50,21745.25,6/1/25 7:42:01 a. m.,6/1/25 8:46:58 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-6280,$-1.43440,$380,$000,$000,$000,$000,$6800,$8800,$15080,65,
26,MNQ 03-25,Playback101,,Short,2,21730.75,21745.25,6/1/25 7:42:01 a. m.,6/1/25 8:46:58 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-6180,$-1.49620,$380,$000,$000,$000,$000,$6700,$8900,$15080,65,
27,MNQ 03-25,Playback101,,Short,2,21740.75,21646.00,6/1/25 8:54:01 a. m.,6/1/25 10:16:43 a. m.,EntryAnticipado_Short_02,TP1_Short_02,$37520,$-1.12100,$380,$000,$000,$000,$000,$9100,$39800,$2280,83,
28,MNQ 03-25,Playback101,,Short,2,21741.00,21761.25,6/1/25 8:54:01 a. m.,6/1/25 10:30:57 a. m.,EntryAnticipado_Short_02,SL_Short_02,$-8480,$-1.20580,$380,$000,$000,$000,$000,$9000,$39900,$48380,97,
29,MNQ 03-25,Playback101,,Short,2,21798.50,21848.25,6/1/25 10:58:01 a. m.,6/1/25 11:14:16 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-20280,$-1.40860,$380,$000,$000,$000,$000,$21800,$7200,$27480,17,
30,MNQ 03-25,Playback101,,Short,2,21856.75,21887.00,6/1/25 11:36:01 a. m.,6/1/25 11:46:01 a. m.,EntryAnticipado_Short_02,SL_Short_02,$-12480,$-1.53340,$380,$000,$000,$000,$000,$13500,$3400,$15880,11,
31,MNQ 03-25,Playback101,,Short,4,21873.75,21892.50,6/1/25 11:50:01 a. m.,6/1/25 12:10:55 p. m.,EntryAnticipado_Short_03,SL_Short_03,$-15760,$-1.69100,$760,$000,$000,$000,$000,$15600,$11000,$26760,21,
32,MNQ 03-25,Playback101,,Short,1,21865.75,21772.25,6/1/25 12:18:01 p. m.,6/1/25 1:52:09 p. m.,EntryAnticipado_Short_04,TP1_Short_04,$18510,$-1.50590,$190,$000,$000,$000,$000,$5300,$78100,$59590,95,
33,MNQ 03-25,Playback101,,Short,1,21865.75,21478.75,6/1/25 12:18:01 p. m.,7/1/25 11:38:08 a. m.,EntryAnticipado_Short_04,TP2_Short_04,$77210,$-73380,$190,$000,$000,$000,$000,$5300,$78100,$890,1341,
34,MNQ 03-25,Playback101,,Long,1,21456.75,21399.00,7/1/25 11:51:01 a. m.,7/1/25 1:46:37 p. m.,EntryAnticipado_Long_01,SL_Long_01,$-11740,$-85120,$190,$000,$000,$000,$000,$13050,$23250,$34990,116,
35,MNQ 03-25,Playback101,,Long,3,21410.50,21391.25,7/1/25 1:50:01 p. m.,7/1/25 1:51:48 p. m.,EntryAnticipado_Long_02,SL_Long_02,$-12120,$-97240,$570,$000,$000,$000,$000,$11850,$1950,$14070,2,
36,MNQ 03-25,Playback101,,Long,1,21410.25,21391.25,7/1/25 1:50:01 p. m.,7/1/25 1:51:48 p. m.,EntryAnticipado_Long_02,SL_Long_02,$-3990,$-1.01230,$190,$000,$000,$000,$000,$3900,$700,$4690,2,
37,MNQ 03-25,Playback101,,Long,2,21412.25,21386.25,7/1/25 1:56:01 p. m.,7/1/25 4:09:42 p. m.,EntryAnticipado_Long_03,SL_Long_03,$-10780,$-1.12010,$380,$000,$000,$000,$000,$11800,$42100,$52880,134,
38,MNQ 03-25,Playback101,,Long,1,21412.25,21386.50,7/1/25 1:56:01 p. m.,7/1/25 4:09:42 p. m.,EntryAnticipado_Long_03,SL_Long_03,$-5340,$-1.17350,$190,$000,$000,$000,$000,$5900,$21050,$26390,134,
39,MNQ 03-25,Playback101,,Long,1,21351.00,21279.25,7/1/25 4:41:01 p. m.,8/1/25 8:19:32 a. m.,EntryAnticipado_Long_04,SL_Long_04,$-14540,$-1.31890,$190,$000,$000,$000,$000,$14900,$19450,$33990,879,
40,MNQ 03-25,Playback101,,Long,1,21255.75,21311.75,8/1/25 8:37:01 a. m.,8/1/25 9:00:38 a. m.,EntryAnticipado_Long_01,TP1_Long_01,$11010,$-1.20880,$190,$000,$000,$000,$000,$7400,$32600,$21590,24,
41,MNQ 03-25,Playback101,,Long,1,21255.50,21221.00,8/1/25 8:37:01 a. m.,8/1/25 1:27:35 p. m.,EntryAnticipado_Long_01,SL_Long_01,$-7090,$-1.27970,$190,$000,$000,$000,$000,$7350,$32650,$39740,291,
42,MNQ 03-25,Playback101,,Long,1,21216.50,21319.00,8/1/25 1:34:01 p. m.,8/1/25 2:02:06 p. m.,EntryAnticipado_Long_01,TP1_Long_01,$20310,$-1.07660,$190,$000,$000,$000,$000,$18700,$43000,$22690,29,
43,MNQ 03-25,Playback101,,Long,1,21216.25,21165.75,8/1/25 1:34:01 p. m.,10/1/25 9:30:07 a. m.,EntryAnticipado_Long_01,SL_Long_01,$-10290,$-1.17950,$190,$000,$000,$000,$000,$18650,$43050,$53340,2067,
44,MNQ 03-25,Playback101,,Long,1,21146.25,21181.50,10/1/25 9:41:01 a. m.,10/1/25 10:13:50 a. m.,EntryAnticipado_Long_01,TP1_Long_01,$6860,$-1.11090,$190,$000,$000,$000,$000,$11500,$7150,$290,33,
45,MNQ 03-25,Playback101,,Long,1,21057.50,20999.75,10/1/25 10:59:00 a. m.,10/1/25 11:00:06 a. m.,EntryAnticipado_Long_01,Exit_Long_Market,$-11740,$-1.22830,$190,$000,$000,$000,$000,$11800,$1050,$12790,2,
46,MNQ 03-25,Playback101,,Long,1,21057.25,20999.75,10/1/25 10:59:00 a. m.,10/1/25 11:00:06 a. m.,EntryAnticipado_Long_01,Exit_Long_Market,$-11690,$-1.34520,$190,$000,$000,$000,$000,$11750,$1100,$12790,2,
47,MNQ 03-25,Playback101,,Long,1,20912.00,21083.75,10/1/25 11:16:01 a. m.,10/1/25 11:39:44 a. m.,EntryAnticipado_Long_01,TP1_Long_01,$34160,$-1.00360,$190,$000,$000,$000,$000,$5200,$52750,$18590,24,
48,MNQ 03-25,Playback101,,Long,1,20912.00,20990.25,10/1/25 11:16:01 a. m.,10/1/25 5:59:00 p. m.,EntryAnticipado_Long_01,Exit_Long_Market,$15460,$-84900,$190,$000,$000,$000,$000,$5200,$52750,$37290,404,
49,MNQ 03-25,Playback101,,Long,1,20884.00,20920.50,12/1/25 11:30:01 p. m.,13/1/25 2:15:40 a. m.,EntryAnticipado_Long_01,TP1_Long_01,$7110,$-77790,$190,$000,$000,$000,$000,$4250,$7500,$390,166,
50,MNQ 03-25,Playback101,,Long,1,20883.75,20920.50,12/1/25 11:30:01 p. m.,13/1/25 2:15:40 a. m.,EntryAnticipado_Long_01,TP1_Long_01,$7160,$-70630,$190,$000,$000,$000,$000,$6600,$9100,$1940,166,
51,MNQ 03-25,Playback101,,Long,1,20883.75,20857.00,12/1/25 11:30:01 p. m.,13/1/25 4:20:06 a. m.,EntryAnticipado_Long_01,SL_Long_01,$-5540,$-76170,$190,$000,$000,$000,$000,$6600,$9100,$14640,291,
52,MNQ 03-25,Playback101,,Long,1,20853.25,20829.25,13/1/25 4:27:01 a. m.,13/1/25 4:28:19 a. m.,EntryAnticipado_Long_01,SL_Long_01,$-4990,$-81160,$190,$000,$000,$000,$000,$4950,$150,$5140,2,
53,MNQ 03-25,Playback101,,Long,1,20853.00,20829.25,13/1/25 4:27:01 a. m.,13/1/25 4:28:19 a. m.,EntryAnticipado_Long_01,SL_Long_01,$-4940,$-86100,$190,$000,$000,$000,$000,$4900,$100,$5040,2,
54,MNQ 03-25,Playback101,,Long,1,20853.00,20829.50,13/1/25 4:27:01 a. m.,13/1/25 4:28:19 a. m.,EntryAnticipado_Long_01,SL_Long_01,$-4890,$-90990,$190,$000,$000,$000,$000,$4900,$100,$4990,2,
55,MNQ 03-25,Playback101,,Long,2,20830.25,20815.00,13/1/25 4:34:01 a. m.,13/1/25 4:42:04 a. m.,EntryAnticipado_Long_02,SL_Long_02,$-6480,$-97470,$380,$000,$000,$000,$000,$6400,$6900,$13380,9,
56,MNQ 03-25,Playback101,,Long,1,20830.25,20815.25,13/1/25 4:34:01 a. m.,13/1/25 4:42:04 a. m.,EntryAnticipado_Long_02,SL_Long_02,$-3190,$-1.00660,$190,$000,$000,$000,$000,$3200,$3450,$6640,9,
57,MNQ 03-25,Playback101,,Long,2,20830.00,20815.25,13/1/25 4:34:01 a. m.,13/1/25 4:42:04 a. m.,EntryAnticipado_Long_02,SL_Long_02,$-6280,$-1.06940,$380,$000,$000,$000,$000,$6300,$7000,$13280,9,
58,MNQ 03-25,Playback101,,Long,2,20836.75,20811.25,13/1/25 4:46:01 a. m.,13/1/25 4:56:22 a. m.,EntryAnticipado_Long_03,SL_Long_03,$-10580,$-1.17520,$380,$000,$000,$000,$000,$12300,$2400,$12980,11,
59,MNQ 03-25,Playback101,,Long,1,20836.50,20811.50,13/1/25 4:46:01 a. m.,13/1/25 4:56:22 a. m.,EntryAnticipado_Long_03,SL_Long_03,$-5190,$-1.22710,$190,$000,$000,$000,$000,$6100,$1250,$6440,11,
60,MNQ 03-25,Playback101,,Long,1,20737.25,20709.75,13/1/25 5:10:01 a. m.,13/1/25 5:16:09 a. m.,EntryAnticipado_Long_04,SL_Long_04,$-5690,$-1.28400,$190,$000,$000,$000,$000,$6300,$100,$5790,7,
61,MNQ 03-25,Playback101,,Long,2,20737.00,20709.75,13/1/25 5:10:01 a. m.,13/1/25 5:16:09 a. m.,EntryAnticipado_Long_04,SL_Long_04,$-11280,$-1.39680,$380,$000,$000,$000,$000,$12500,$300,$11580,7,
62,MNQ 03-25,Playback101,,Long,1,20723.50,20837.75,13/1/25 5:21:01 a. m.,13/1/25 8:51:08 a. m.,EntryAnticipado_Long_05,TP1_Long_05,$22660,$-1.17020,$190,$000,$000,$000,$000,$4400,$75900,$53240,211,
63,MNQ 03-25,Playback101,,Long,1,20723.50,20837.75,13/1/25 5:21:01 a. m.,13/1/25 8:51:08 a. m.,EntryAnticipado_Long_05,TP1_Long_05,$22660,$-94360,$190,$000,$000,$000,$000,$4400,$75900,$53240,211,
64,MNQ 03-25,Playback101,,Long,1,20723.50,21103.00,13/1/25 5:21:01 a. m.,13/1/25 6:45:40 p. m.,EntryAnticipado_Long_05,TP2_Long_05,$75710,$-18650,$190,$000,$000,$000,$000,$4400,$75900,$190,759,
65,MNQ 03-25,Playback101,,Short,1,21015.75,21015.25,13/1/25 7:03:01 p. m.,13/1/25 7:03:06 p. m.,EntryAnticipado_Short_01,TP1_Short_01,$-090,$-18740,$190,$000,$000,$000,$000,$2950,$500,$590,1,
66,MNQ 03-25,Playback101,,Short,1,21015.75,21015.25,13/1/25 7:03:01 p. m.,13/1/25 7:03:06 p. m.,EntryAnticipado_Short_01,TP1_Short_01,$-090,$-18830,$190,$000,$000,$000,$000,$2950,$500,$590,1,
67,MNQ 03-25,Playback101,,Short,1,21015.75,21015.25,13/1/25 7:03:01 p. m.,13/1/25 7:03:06 p. m.,EntryAnticipado_Short_01,TP1_Short_01,$-090,$-18920,$190,$000,$000,$000,$000,$2950,$500,$590,1,
68,MNQ 03-25,Playback101,,Short,1,21015.75,21030.50,13/1/25 7:03:01 p. m.,13/1/25 7:05:26 p. m.,EntryAnticipado_Short_01,SL_Short_01,$-3140,$-22060,$190,$000,$000,$000,$000,$2950,$500,$3640,3,
69,MNQ 03-25,Playback101,,Short,1,21016.00,21030.25,13/1/25 7:03:01 p. m.,13/1/25 7:05:26 p. m.,EntryAnticipado_Short_01,SL_Short_01,$-3040,$-25100,$190,$000,$000,$000,$000,$2850,$550,$3590,3,
70,MNQ 03-25,Playback101,,Short,6,21038.00,21049.00,13/1/25 7:23:03 p. m.,13/1/25 7:31:26 p. m.,EntryAnticipado_Short_01,SL_Short_01,$-14340,$-39440,$1140,$000,$000,$000,$000,$20100,$2700,$17040,9,
71,MNQ 03-25,Playback101,,Short,1,21038.00,21048.75,13/1/25 7:23:03 p. m.,13/1/25 7:31:26 p. m.,EntryAnticipado_Short_01,SL_Short_01,$-2340,$-41780,$190,$000,$000,$000,$000,$3350,$450,$2790,9,
72,MNQ 03-25,Playback101,,Short,1,21038.25,21048.75,13/1/25 7:23:03 p. m.,13/1/25 7:31:26 p. m.,EntryAnticipado_Short_01,SL_Short_01,$-2290,$-44070,$190,$000,$000,$000,$000,$3300,$500,$2790,9,
73,MNQ 03-25,Playback101,,Short,4,21078.50,21053.75,13/1/25 7:42:02 p. m.,13/1/25 7:53:50 p. m.,EntryAnticipado_Short_02,TP1_Short_02,$19040,$-25030,$760,$000,$000,$000,$000,$10000,$65000,$45960,12,
74,MNQ 03-25,Playback101,,Short,2,21078.50,21089.00,13/1/25 7:42:02 p. m.,14/1/25 4:19:24 a. m.,EntryAnticipado_Short_02,SL_Short_02,$-4580,$-29610,$380,$000,$000,$000,$000,$5000,$32500,$37080,518,
75,MNQ 03-25,Playback101,,Short,1,21078.75,21089.00,13/1/25 7:42:02 p. m.,14/1/25 4:19:24 a. m.,EntryAnticipado_Short_02,SL_Short_02,$-2240,$-31850,$190,$000,$000,$000,$000,$2450,$16300,$18540,518,
76,MNQ 03-25,Playback101,,Short,3,21091.00,21105.75,14/1/25 4:28:01 a. m.,14/1/25 4:41:31 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-9420,$-41270,$570,$000,$000,$000,$000,$9450,$9300,$18720,14,
77,MNQ 03-25,Playback101,,Short,1,21091.25,21105.75,14/1/25 4:28:01 a. m.,14/1/25 4:41:31 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-3090,$-44360,$190,$000,$000,$000,$000,$3100,$3150,$6240,14,
78,MNQ 03-25,Playback101,,Short,1,21091.25,21105.50,14/1/25 4:28:01 a. m.,14/1/25 4:41:31 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-3040,$-47400,$190,$000,$000,$000,$000,$3100,$3150,$6190,14,
79,MNQ 03-25,Playback101,,Short,2,21123.50,21070.25,14/1/25 4:59:01 a. m.,14/1/25 7:19:26 a. m.,EntryAnticipado_Short_02,TP1_Short_02,$20920,$-26480,$380,$000,$000,$000,$000,$2500,$51000,$30080,141,
80,MNQ 03-25,Playback101,,Short,1,21123.50,20997.25,14/1/25 4:59:01 a. m.,14/1/25 8:21:01 a. m.,EntryAnticipado_Short_02,TP2_Short_02,$25060,$-1420,$190,$000,$000,$000,$000,$1250,$25500,$440,203,
81,MNQ 03-25,Playback101,,Short,1,21123.50,20997.25,14/1/25 4:59:01 a. m.,14/1/25 8:21:01 a. m.,EntryAnticipado_Short_02,TP2_Short_02,$25060,$23640,$190,$000,$000,$000,$000,$1250,$25500,$440,203,
82,MNQ 03-25,Playback101,,Long,1,20995.50,20972.25,14/1/25 8:26:01 a. m.,14/1/25 9:15:03 a. m.,EntryAnticipado_Long_01,SL_Long_01,$-4840,$18800,$190,$000,$000,$000,$000,$5450,$6200,$11040,50,
83,MNQ 03-25,Playback101,,Long,3,20995.25,20972.25,14/1/25 8:26:01 a. m.,14/1/25 9:15:03 a. m.,EntryAnticipado_Long_01,SL_Long_01,$-14370,$4430,$570,$000,$000,$000,$000,$16200,$18750,$33120,50,
84,MNQ 03-25,Playback101,,Long,1,20906.00,20874.50,14/1/25 12:08:01 p. m.,14/1/25 12:41:06 p. m.,EntryAnticipado_Long_01,SL_Long_01,$-6490,$-2060,$190,$000,$000,$000,$000,$7000,$10050,$16540,34,
85,MNQ 03-25,Playback101,,Long,1,20906.00,20874.75,14/1/25 12:08:01 p. m.,14/1/25 12:41:06 p. m.,EntryAnticipado_Long_01,SL_Long_01,$-6440,$-8500,$190,$000,$000,$000,$000,$7000,$10050,$16490,34,
86,MNQ 03-25,Playback101,,Long,2,20849.25,20807.25,14/1/25 1:08:01 p. m.,14/1/25 1:34:36 p. m.,EntryAnticipado_Long_02,SL_Long_02,$-17180,$-25680,$380,$000,$000,$000,$000,$17600,$11000,$28180,27,
87,MNQ 03-25,Playback101,,Long,1,20824.75,20984.50,14/1/25 1:38:01 p. m.,14/1/25 2:43:39 p. m.,EntryAnticipado_Long_03,TP1_Long_03,$31760,$6080,$190,$000,$000,$000,$000,$7950,$37650,$5890,66,
88,MNQ 03-25,Playback101,,Long,1,20824.75,20791.25,14/1/25 1:38:01 p. m.,14/1/25 4:04:39 p. m.,EntryAnticipado_Long_03,SL_Long_03,$-6890,$-810,$190,$000,$000,$000,$000,$7950,$37650,$44540,147,
89,MNQ 03-25,Playback101,,Long,1,20810.25,20964.25,14/1/25 4:20:01 p. m.,14/1/25 5:04:00 p. m.,EntryAnticipado_Long_04,TP1_Long_04,$30610,$29800,$190,$000,$000,$000,$000,$4200,$70700,$40090,44,
90,MNQ 03-25,Playback101,,Long,1,20810.25,21163.75,14/1/25 4:20:01 p. m.,15/1/25 9:30:07 a. m.,EntryAnticipado_Long_04,TP2_Long_04,$70510,$1.00310,$190,$000,$000,$000,$000,$4200,$70700,$190,971,
91,MNQ 03-25,Playback101,,Short,1,21282.25,21313.50,15/1/25 9:43:01 a. m.,15/1/25 9:45:25 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-6440,$93870,$190,$000,$000,$000,$000,$7000,$1000,$7440,3,
92,MNQ 03-25,Playback101,,Short,1,21282.50,21313.25,15/1/25 9:43:01 a. m.,15/1/25 9:45:25 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-6340,$87530,$190,$000,$000,$000,$000,$6950,$1050,$7390,3,
93,MNQ 03-25,Playback101,,Short,2,21302.25,21329.50,15/1/25 9:51:01 a. m.,15/1/25 10:48:01 a. m.,EntryAnticipado_Short_02,SL_Short_02,$-11280,$76250,$380,$000,$000,$000,$000,$13800,$46300,$57580,58,
94,MNQ 03-25,Playback101,,Short,1,21302.50,21329.25,15/1/25 9:51:01 a. m.,15/1/25 10:48:01 a. m.,EntryAnticipado_Short_02,SL_Short_02,$-5540,$70710,$190,$000,$000,$000,$000,$6850,$23200,$28740,58,
95,MNQ 03-25,Playback101,,Short,2,21303.25,21346.75,15/1/25 10:56:01 a. m.,15/1/25 11:00:27 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-17780,$52930,$380,$000,$000,$000,$000,$18100,$100,$17880,5,
96,MNQ 03-25,Playback101,,Short,2,21388.25,21275.25,15/1/25 11:29:01 a. m.,15/1/25 12:32:18 p. m.,EntryAnticipado_Short_02,TP1_Short_02,$44820,$97750,$380,$000,$000,$000,$000,$9500,$56800,$11980,64,
97,MNQ 03-25,Playback101,,Short,2,21388.50,21408.75,15/1/25 11:29:01 a. m.,15/1/25 3:28:15 p. m.,EntryAnticipado_Short_02,SL_Short_02,$-8480,$89270,$380,$000,$000,$000,$000,$9400,$56900,$65380,240,
98,MNQ 03-25,Playback101,,Short,3,21423.00,21436.00,15/1/25 3:42:01 p. m.,15/1/25 4:11:57 p. m.,EntryAnticipado_Short_01,SL_Short_01,$-8370,$80900,$570,$000,$000,$000,$000,$8850,$11850,$20220,30,
99,MNQ 03-25,Playback101,,Short,3,21423.25,21435.75,15/1/25 3:42:01 p. m.,15/1/25 4:11:57 p. m.,EntryAnticipado_Short_01,SL_Short_01,$-8070,$72830,$570,$000,$000,$000,$000,$8700,$12000,$20070,30,
100,MNQ 03-25,Playback101,,Short,4,21441.50,21303.00,15/1/25 4:29:01 p. m.,15/1/25 6:58:53 p. m.,EntryAnticipado_Short_01,TP1_Short_01,$1.10040,$1.82870,$760,$000,$000,$000,$000,$10400,$1.10800,$760,91,
101,MNQ 03-25,Playback101,,Short,1,21441.50,21453.25,15/1/25 4:29:01 p. m.,16/1/25 2:40:29 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-2540,$1.80330,$190,$000,$000,$000,$000,$2600,$27700,$30240,552,
102,MNQ 03-25,Playback101,,Short,1,21441.50,21453.00,15/1/25 4:29:01 p. m.,16/1/25 2:40:29 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-2490,$1.77840,$190,$000,$000,$000,$000,$2600,$27700,$30190,552,
103,MNQ 03-25,Playback101,,Short,1,21441.75,21453.00,15/1/25 4:29:01 p. m.,16/1/25 2:40:29 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-2440,$1.75400,$190,$000,$000,$000,$000,$2550,$27750,$30190,552,
104,MNQ 03-25,Playback101,,Short,3,21437.50,21455.00,16/1/25 2:44:01 a. m.,16/1/25 2:59:03 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-11070,$1.64330,$570,$000,$000,$000,$000,$11550,$6150,$17220,16,
105,MNQ 03-25,Playback101,,Short,1,21437.75,21455.00,16/1/25 2:44:01 a. m.,16/1/25 2:59:03 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-3640,$1.60690,$190,$000,$000,$000,$000,$3800,$2100,$5740,16,
106,MNQ 03-25,Playback101,,Short,1,21437.75,21454.75,16/1/25 2:44:01 a. m.,16/1/25 2:59:03 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-3590,$1.57100,$190,$000,$000,$000,$000,$3800,$2100,$5690,16,
107,MNQ 03-25,Playback101,,Short,2,21547.25,21492.75,16/1/25 4:03:01 a. m.,16/1/25 5:29:13 a. m.,EntryAnticipado_Short_01,TP1_Short_01,$21420,$1.78520,$380,$000,$000,$000,$000,$1100,$78900,$57480,87,
108,MNQ 03-25,Playback101,,Short,1,21547.50,21352.75,16/1/25 4:03:01 a. m.,16/1/25 11:00:03 a. m.,EntryAnticipado_Short_01,TP2_Short_01,$38760,$2.17280,$190,$000,$000,$000,$000,$500,$39500,$740,418,
109,MNQ 03-25,Playback101,,Short,1,21547.50,21352.75,16/1/25 4:03:01 a. m.,16/1/25 11:00:03 a. m.,EntryAnticipado_Short_01,TP2_Short_01,$38760,$2.56040,$190,$000,$000,$000,$000,$500,$39500,$740,418,
110,MNQ 03-25,Playback101,,Long,1,21411.50,21428.00,16/1/25 11:08:01 a. m.,16/1/25 12:00:28 p. m.,EntryAnticipado_Long_01,TP1_Long_01,$3110,$2.59150,$190,$000,$000,$000,$000,$14450,$3300,$190,53,
111,MNQ 03-25,Playback101,,Long,1,21193.25,21379.75,16/1/25 5:28:01 p. m.,17/1/25 9:06:28 a. m.,EntryAnticipado_Long_01,TP1_Long_01,$37110,$2.96260,$190,$000,$000,$000,$000,$550,$75550,$38440,879,
112,MNQ 03-25,Playback101,,Long,1,21193.25,21379.75,16/1/25 5:28:01 p. m.,17/1/25 9:06:28 a. m.,EntryAnticipado_Long_01,TP1_Long_01,$37110,$3.33370,$190,$000,$000,$000,$000,$550,$75550,$38440,879,
113,MNQ 03-25,Playback101,,Long,2,21193.00,21566.75,16/1/25 5:28:01 p. m.,17/1/25 10:04:17 a. m.,EntryAnticipado_Long_01,TP2_Long_01,$1.49120,$4.82490,$380,$000,$000,$000,$000,$1000,$1.51200,$2080,937,
114,MNQ 03-25,Playback101,,Short,1,21608.25,21625.25,17/1/25 10:20:00 a. m.,17/1/25 10:26:44 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-3590,$4.78900,$190,$000,$000,$000,$000,$4500,$4650,$8240,7,
115,MNQ 03-25,Playback101,,Short,3,21608.50,21625.25,17/1/25 10:20:00 a. m.,17/1/25 10:26:44 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-10620,$4.68280,$570,$000,$000,$000,$000,$13350,$14100,$24720,7,
116,MNQ 03-25,Playback101,,Short,1,21586.00,21586.50,17/1/25 10:32:01 a. m.,17/1/25 5:59:00 p. m.,EntryAnticipado_Short_02,Exit_Short_Market,$-290,$4.67990,$190,$000,$000,$000,$000,$17300,$21000,$21290,448,
117,MNQ 03-25,Playback101,,Short,3,21625.00,21587.25,20/1/25 4:14:02 a. m.,20/1/25 8:20:01 a. m.,EntryAnticipado_Short_01,TP1_Short_01,$22080,$4.90070,$570,$000,$000,$000,$000,$8100,$52200,$30120,247,
118,MNQ 03-25,Playback101,,Short,1,21625.00,21638.25,20/1/25 4:14:02 a. m.,20/1/25 9:30:16 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-2840,$4.87230,$190,$000,$000,$000,$000,$2700,$17400,$20240,317,
119,MNQ 03-25,Playback101,,Short,2,21625.25,21638.00,20/1/25 4:14:02 a. m.,20/1/25 9:30:16 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-5480,$4.81750,$380,$000,$000,$000,$000,$5300,$34900,$40380,317,
120,MNQ 03-25,Playback101,,Short,1,21619.50,21656.50,20/1/25 9:37:01 a. m.,20/1/25 9:51:43 a. m.,EntryAnticipado_Short_02,SL_Short_02,$-7590,$4.74160,$190,$000,$000,$000,$000,$7900,$2300,$9890,15,
121,MNQ 03-25,Playback101,,Short,1,21619.75,21656.50,20/1/25 9:37:01 a. m.,20/1/25 9:51:43 a. m.,EntryAnticipado_Short_02,SL_Short_02,$-7540,$4.66620,$190,$000,$000,$000,$000,$7850,$2350,$9890,15,
122,MNQ 03-25,Playback101,,Short,2,21683.50,21704.50,20/1/25 10:08:01 a. m.,20/1/25 10:22:36 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-8780,$4.57840,$380,$000,$000,$000,$000,$9500,$10000,$18780,15,
