ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward,DeltaAtEntry,DeltaDirection,SessionDelta,DeltaAtTP1
17.6,M2K 03-25,2025-01-14 21:01:14,Short,2238.8,2025-01-14 22:39:38,2237.3,TP1_Short_01,15.00,3.80,11.20,-50.00,750.00,USA High,1,15.00,0,1,0,0,0
17.7,M2K 03-25,2025-01-14 21:01:14,Short,2238.8,2025-01-14 22:39:38,2237.3,TP1_Short_01,82.50,20.90,61.60,-50.00,750.00,USA High,1,82.50,0,1,0,0,0
17.8,M2K 03-25,2025-01-14 21:01:14,Short,2238.8,2025-01-15 03:01:15,2239,SL_Short_01,-6.00,11.40,-17.40,-50.00,750.00,USA High,1,-6.00,0,1,0,0,0
17.9,M2K 03-25,2025-01-14 21:01:14,Short,2238.8,2025-01-15 03:01:15,2239.1,SL_Short_01,-66.00,83.60,-149.60,-50.00,750.00,USA High,1,-66.00,0,1,0,0,0
18,M2K 03-25,2025-01-15 03:14:50,Short,2239.7,2025-01-15 03:16:03,2240.3,SL_Short_02,-12.00,7.60,-19.60,-300.00,0.00,USA High,2,-0.53,0,1,0,0,1
18.2,M2K 03-25,2025-01-15 03:14:50,Short,2239.7,2025-01-15 03:16:03,2240.4,SL_Short_02,-336.00,182.40,-518.40,-300.00,0.00,USA High,2,-14.93,0,1,0,0,1
19,M2K 03-25,2025-01-15 03:22:42,Short,2239.8,2025-01-15 03:26:55,2240.5,SL_Short_03,-21.00,11.40,-32.40,-164.50,0.00,USA High,3,-7.00,0,1,0,0,1
19.2,M2K 03-25,2025-01-15 03:22:42,Short,2239.8,2025-01-15 03:26:55,2240.6,SL_Short_03,-164.00,77.90,-241.90,-164.50,0.00,USA High,3,-54.67,0,1,0,0,1
20,M2K 03-25,2025-01-15 03:55:43,Short,2239.5,2025-01-15 04:00:50,2237.8,TP1_Short_04,34.00,7.60,26.40,-34.50,195.50,USA High,4,5.23,0,1,0,0,1
20.2,M2K 03-25,2025-01-15 03:55:43,Short,2239.5,2025-01-15 04:00:50,2237.8,TP1_Short_04,25.50,5.70,19.80,-34.50,195.50,USA High,4,3.92,0,1,0,0,1
20.3,M2K 03-25,2025-01-15 03:55:43,Short,2239.5,2025-01-15 04:00:50,2237.8,TP1_Short_04,17.00,3.80,13.20,-34.50,195.50,USA High,4,2.62,0,1,0,0,1
20.4,M2K 03-25,2025-01-15 03:55:43,Short,2239.5,2025-01-15 04:00:50,2237.8,TP1_Short_04,8.50,1.90,6.60,-34.50,195.50,USA High,4,1.31,0,1,0,0,1
20.5,M2K 03-25,2025-01-15 03:55:43,Short,2239.5,2025-01-15 04:00:50,2237.8,TP1_Short_04,17.00,3.80,13.20,-34.50,195.50,USA High,4,2.62,0,1,0,0,1
20.6,M2K 03-25,2025-01-15 03:55:43,Short,2239.5,2025-01-15 04:07:31,2239.7,SL_Short_04,-4.00,7.60,-11.60,-34.50,195.50,USA High,4,-0.62,0,1,0,0,1
20.7,M2K 03-25,2025-01-15 03:55:43,Short,2239.5,2025-01-15 04:07:31,2239.8,SL_Short_04,-10.50,13.30,-23.80,-34.50,195.50,USA High,4,-1.62,0,1,0,0,1
21.1,M2K 03-25,2025-01-15 05:04:03,Short,2240.3,2025-01-15 05:14:04,2241.4,SL_Short_01,-5.50,1.90,-7.40,-143.00,91.00,Asia High,1,-0.50,0,1,0,0,1
21.2,M2K 03-25,2025-01-15 05:04:03,Short,2240.3,2025-01-15 05:14:04,2241.5,SL_Short_01,-150.00,47.50,-197.50,-143.00,91.00,Asia High,1,-13.64,0,1,0,0,1
22,M2K 03-25,2025-01-15 05:22:50,Short,2241.2,2025-01-15 05:36:36,2242,SL_Short_02,-28.00,13.30,-41.30,-140.00,94.00,Asia High,2,-2.33,0,1,0,0,1
22.2,M2K 03-25,2025-01-15 05:22:50,Short,2241.2,2025-01-15 05:36:36,2242.1,SL_Short_02,-130.50,55.10,-185.60,-140.00,94.00,Asia High,2,-10.87,0,1,0,0,1
23,M2K 03-25,2025-01-15 05:42:29,Short,2242.6,2025-01-15 05:44:17,2243.9,SL_Short_01,-32.50,9.50,-42.00,-188.50,0.00,Europe High,1,-3.25,0,1,0,0,1
23.2,M2K 03-25,2025-01-15 05:42:29,Short,2242.6,2025-01-15 05:44:17,2244,SL_Short_01,-168.00,45.60,-213.60,-188.50,0.00,Europe High,1,-16.80,0,1,0,0,1
24,M2K 03-25,2025-01-15 05:48:32,Short,2243.5,2025-01-15 06:45:01,2244.1,SL_Short_02,-9.00,5.70,-14.70,-101.00,559.00,Europe High,2,-3.00,0,1,0,0,1
24.2,M2K 03-25,2025-01-15 05:48:32,Short,2243.5,2025-01-15 06:45:01,2244.2,SL_Short_02,-105.00,57.00,-162.00,-101.00,559.00,Europe High,2,-35.00,0,1,0,0,1
25,M2K 03-25,2025-01-15 06:52:04,Short,2243.6,2025-01-15 07:46:33,2244.3,SL_Short_03,-10.50,5.70,-16.20,-139.00,411.00,Europe High,3,-3.50,0,1,0,0,1
25.2,M2K 03-25,2025-01-15 06:52:04,Short,2243.6,2025-01-15 07:46:33,2244.4,SL_Short_03,-188.00,89.30,-277.30,-139.00,411.00,Europe High,3,-62.67,0,1,0,0,1
26,M2K 03-25,2025-01-15 07:50:35,Short,2244.3,2025-01-15 07:54:18,2245.4,SL_Short_04,-11.00,3.80,-14.80,-140.00,56.00,Europe High,4,-0.55,0,1,0,0,1
26.2,M2K 03-25,2025-01-15 07:50:35,Short,2244.3,2025-01-15 07:54:18,2245.5,SL_Short_04,-156.00,49.40,-205.40,-140.00,56.00,Europe High,4,-7.80,0,1,0,0,1
27,M2K 03-25,2025-01-15 08:02:19,Short,2246.9,2025-01-15 08:25:11,2240.3,TP1_Short_05,330.00,19.00,311.00,-38.00,1254.00,Europe High,5,18.86,0,1,0,0,1
27.2,M2K 03-25,2025-01-15 08:02:19,Short,2246.9,2025-01-15 08:25:11,2240.3,TP1_Short_05,297.00,17.10,279.90,-38.00,1254.00,Europe High,5,16.97,0,1,0,0,1
27.3,M2K 03-25,2025-01-15 08:02:19,Short,2246.9,2025-01-15 09:30:07,2257.8,SL_Short_05,-654.00,22.80,-676.80,-1054.50,1254.00,Europe High,5,-37.37,0,1,0,0,1
27.4,M2K 03-25,2025-01-15 08:02:19,Short,2246.9,2025-01-15 09:30:07,2257.9,SL_Short_05,-385.00,13.30,-398.30,-1054.50,1254.00,Europe High,5,-22.00,0,1,0,0,1
28,M2K 03-25,2025-01-15 09:57:50,Short,2297.7,2025-01-15 11:40:04,2277.3,TP1_Short_01,306.00,5.70,300.30,-32.50,560.00,USA High,1,2.11,0,1,0,0,8
28.2,M2K 03-25,2025-01-15 09:57:50,Short,2297.7,2025-01-17 09:21:53,2297.7,SL_Short_01,0.00,3.80,-3.80,-32.50,560.00,USA High,1,0.00,0,1,0,0,8
29.1,M2K 03-25,2025-01-17 10:00:01,Short,2302.8,2025-01-17 10:28:32,2304.6,SL_Short_01,-9.00,1.90,-10.90,-144.00,216.00,Europe High,1,-0.20,0,1,0,0,2
29.2,M2K 03-25,2025-01-17 10:00:01,Short,2302.8,2025-01-17 10:28:32,2304.7,SL_Short_01,-142.50,28.50,-171.00,-144.00,216.00,Europe High,1,-3.17,0,1,0,0,2
30,M2K 03-25,2025-01-17 10:32:45,Short,2301.5,2025-01-17 10:36:44,2294.5,TP1_Short_02,105.00,5.70,99.30,-0.50,175.00,Europe High,2,3.62,0,1,0,0,2
30.2,M2K 03-25,2025-01-17 10:32:45,Short,2301.5,2025-01-17 10:40:24,2301.5,SL_Short_02,0.00,3.80,-3.80,-0.50,175.00,Europe High,2,0.00,0,1,0,0,2
1,M2K 03-25,2025-01-20 04:04:33,Short,2292.4,2025-01-20 04:05:51,2293.9,Exit_Short_Market,-30.00,7.60,-37.60,-130.00,0.00,Asia High,1,-2.73,0,1,0,0,1
1.2,M2K 03-25,2025-01-20 04:04:33,Short,2292.4,2025-01-20 04:05:51,2294,Exit_Short_Market,-176.00,41.80,-217.80,-130.00,0.00,Asia High,1,-16.00,0,1,0,0,1
1,M2K 03-25,2025-01-20 04:04:33,Short,2292.4,2025-01-20 04:05:51,2293.9,Exit_Short_Market,-30.00,7.60,-37.60,-130.00,0.00,Asia High,1,-1.09,0,1,0,0,1
1.2,M2K 03-25,2025-01-20 04:04:33,Short,2292.4,2025-01-20 04:05:51,2294,Exit_Short_Market,-176.00,41.80,-217.80,-130.00,0.00,Asia High,1,-6.40,0,1,0,0,1
