ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward,DeltaAtEntry,DeltaDirection,SessionDelta,DeltaAtTP1
12.8,M2K 03-25,2025-01-13 19:52:06,Short,2220.8,2025-01-14 04:01:03,2220.8,SL_Short_01,0.00,15.20,-15.20,-6.00,350.00,USA High,1,0.00,0,1,0,0,3
13,M2K 03-25,2025-01-14 04:14:15,Short,2222.7,2025-01-14 04:21:58,2224.6,SL_Short_01,-47.50,9.50,-57.00,-142.50,52.50,Asia High,1,-1.67,0,1,0,0,1
13.2,M2K 03-25,2025-01-14 04:14:15,Short,2222.7,2025-01-14 04:21:58,2224.7,SL_Short_01,-100.00,19.00,-119.00,-142.50,52.50,Asia High,1,-3.51,0,1,0,0,1
14,M2K 03-25,2025-01-14 04:24:01,Short,2225.3,2025-01-14 04:53:43,2225.9,SL_Short_02,-18.00,11.40,-29.40,-296.50,2153.50,Asia High,2,-6.00,0,1,0,0,1
14.2,M2K 03-25,2025-01-14 04:24:01,Short,2225.3,2025-01-14 04:53:43,2226,SL_Short_02,-329.00,178.60,-507.60,-296.50,2153.50,Asia High,2,-109.67,0,1,0,0,1
15.1,M2K 03-25,2025-01-14 05:13:38,Short,2223.6,2025-01-14 07:05:34,2218.5,TP1_Short_03,25.50,1.90,23.60,-48.00,312.00,Asia High,3,1.06,0,1,0,0,1
15.2,M2K 03-25,2025-01-14 05:13:38,Short,2223.6,2025-01-14 07:05:34,2218.5,TP1_Short_03,51.00,3.80,47.20,-48.00,312.00,Asia High,3,2.12,0,1,0,0,1
15.3,M2K 03-25,2025-01-14 05:13:38,Short,2223.6,2025-01-14 07:05:34,2218.5,TP1_Short_03,76.50,5.70,70.80,-48.00,312.00,Asia High,3,3.19,0,1,0,0,1
15.4,M2K 03-25,2025-01-14 05:13:38,Short,2223.6,2025-01-14 09:30:02,2224,SL_Short_03,-4.00,3.80,-7.80,-48.00,375.00,Asia High,3,-0.17,0,1,0,0,1
15.5,M2K 03-25,2025-01-14 05:13:38,Short,2223.6,2025-01-14 09:30:02,2224.1,SL_Short_03,-10.00,7.60,-17.60,-48.00,375.00,Asia High,3,-0.42,0,1,0,0,1
16,M2K 03-25,2025-01-14 13:13:21,Long,2208.8,2025-01-14 13:35:26,2206,SL_Long_01,-28.00,3.80,-31.80,-154.00,220.00,Asia Low,1,-2.00,0,1,0,0,1
16.2,M2K 03-25,2025-01-14 13:13:21,Long,2208.8,2025-01-14 13:35:26,2205.9,SL_Long_01,-130.50,17.10,-147.60,-154.00,220.00,Asia Low,1,-9.32,0,1,0,0,1
17,M2K 03-25,2025-01-14 21:01:14,Short,2238.8,2025-01-14 22:39:38,2237.3,TP1_Short_01,82.50,20.90,61.60,-50.00,750.00,USA High,1,82.50,0,1,0,0,0
17.2,M2K 03-25,2025-01-14 21:01:14,Short,2238.8,2025-01-14 22:39:38,2237.3,TP1_Short_01,97.50,24.70,72.80,-50.00,750.00,USA High,1,97.50,0,1,0,0,0
17.3,M2K 03-25,2025-01-14 21:01:14,Short,2238.8,2025-01-14 22:39:38,2237.3,TP1_Short_01,30.00,7.60,22.40,-50.00,750.00,USA High,1,30.00,0,1,0,0,0
17.4,M2K 03-25,2025-01-14 21:01:14,Short,2238.8,2025-01-14 22:39:38,2237.3,TP1_Short_01,37.50,9.50,28.00,-50.00,750.00,USA High,1,37.50,0,1,0,0,0
17.5,M2K 03-25,2025-01-14 21:01:14,Short,2238.8,2025-01-14 22:39:38,2237.3,TP1_Short_01,30.00,7.60,22.40,-50.00,750.00,USA High,1,30.00,0,1,0,0,0
