ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward,DeltaAtEntry,DeltaDirection,SessionDelta,DeltaAtTP1
1.1,M2K 03-25,2025-01-06 05:22:29,Short,2286.7,2025-01-06 07:01:46,2284.5,TP1_Short_01,11.00,1.90,9.10,-70.00,105.00,Asia High,1,0.08,0,1,0,0,1,1
1.2,M2K 03-25,2025-01-06 05:22:29,Short,2286.7,2025-01-06 07:02:00,2284.5,TP1_Short_01,11.00,1.90,9.10,-70.00,105.00,Asia High,1,0.08,0,1,0,0,1,1
1.3,M2K 03-25,2025-01-06 05:22:29,Short,2286.7,2025-01-06 07:02:00,2284.5,TP1_Short_01,11.00,1.90,9.10,-70.00,105.00,Asia High,1,0.08,0,1,0,0,1,1
1.4,M2K 03-25,2025-01-06 05:22:29,Short,2286.7,2025-01-06 07:02:00,2284.5,TP1_Short_01,11.00,1.90,9.10,-70.00,105.00,Asia High,1,0.08,0,1,0,0,1,1
1.5,M2K 03-25,2025-01-06 05:22:29,Short,2286.7,2025-01-06 07:02:00,2284.5,TP1_Short_01,11.00,1.90,9.10,-70.00,105.00,Asia High,1,0.08,0,1,0,0,1,1
1.6,M2K 03-25,2025-01-06 05:22:29,Short,2286.7,2025-01-06 07:17:01,2289.7,SL_Short_01,-15.00,1.90,-16.90,-75.00,110.00,Asia High,1,-0.10,0,1,0,0,1,1
1.7,M2K 03-25,2025-01-06 05:22:29,Short,2286.7,2025-01-06 07:17:01,2289.8,SL_Short_01,-62.00,7.60,-69.60,-75.00,110.00,Asia High,1,-0.43,0,1,0,0,1,4
2,M2K 03-25,2025-01-06 07:29:01,Short,2298.3,2025-01-06 07:29:07,2298.4,SL_Short_02,-1.00,3.80,-4.80,-1.00,5.00,Asia High,1,-1.00,0,1,0,0,1,2
3.1,M2K 03-25,2025-01-06 07:37:06,Short,2299.9,2025-01-06 07:38:31,2302.1,SL_Short_03,-11.00,1.90,-12.90,-143.00,0.00,Asia High,1,-1.00,0,1,0,0,1,1
3.2,M2K 03-25,2025-01-06 07:37:06,Short,2299.9,2025-01-06 07:38:31,2302.2,SL_Short_03,-138.00,22.80,-160.80,-143.00,0.00,Asia High,1,-12.55,0,1,0,0,1,12
4.1,M2K 03-25,2025-01-06 07:42:16,Short,2301.6,2025-01-06 07:54:21,2303.2,SL_Short_04,-8.00,1.90,-9.90,-152.00,228.00,Asia High,1,-1.07,0,1,0,0,1,1
4.2,M2K 03-25,2025-01-06 07:42:16,Short,2301.6,2025-01-06 07:54:21,2303.3,SL_Short_04,-153.00,34.20,-187.20,-152.00,228.00,Asia High,1,-20.40,0,1,0,0,1,18
5,M2K 03-25,2025-01-06 08:02:01,Short,2307.6,2025-01-06 08:03:52,2308.5,SL_Short_05,-13.50,5.70,-19.20,-157.50,122.50,Asia High,1,-0.75,0,1,0,0,1,3
5.2,M2K 03-25,2025-01-06 08:02:01,Short,2307.6,2025-01-06 08:03:52,2308.6,SL_Short_05,-160.00,60.80,-220.80,-157.50,122.50,Asia High,1,-8.89,0,1,0,0,1,32
6,M2K 03-25,2025-01-06 08:16:11,Short,2305.7,2025-01-06 08:38:23,2309.7,SL_Short_06,-60.00,5.70,-65.70,-140.00,52.50,Asia High,1,-0.50,0,1,0,0,1,3
6.2,M2K 03-25,2025-01-06 08:16:11,Short,2305.7,2025-01-06 08:38:23,2309.8,SL_Short_06,-82.00,7.60,-89.60,-140.00,52.50,Asia High,1,-0.68,0,1,0,0,1,4
7,M2K 03-25,2025-01-06 09:23:41,Short,2308.9,2025-01-06 10:16:37,2298.8,TP1_Short_07,101.00,3.80,97.20,-78.00,303.00,Asia High,1,0.69,0,1,0,0,1,2
7.2,M2K 03-25,2025-01-06 09:23:41,Short,2308.9,2025-01-06 10:16:37,2298.8,TP1_Short_07,50.50,1.90,48.60,-78.00,303.00,Asia High,1,0.34,0,1,0,0,1,1
7.3,M2K 03-25,2025-01-06 09:23:41,Short,2308.9,2025-01-06 22:52:43,2277.7,TP2_Short_07,312.00,3.80,308.20,-78.00,469.50,Asia High,1,2.12,0,1,0,0,1,2
7.4,M2K 03-25,2025-01-06 09:23:41,Short,2308.9,2025-01-06 22:52:43,2277.7,TP2_Short_07,156.00,1.90,154.10,-78.00,469.50,Asia High,1,1.06,0,1,0,0,1,1
8,M2K 03-25,2025-01-07 06:31:56,Short,2286.6,2025-01-07 07:27:23,2287.4,SL_Short_01,-8.00,3.80,-11.80,-142.00,326.00,Asia High,1,-2.00,0,1,0,0,1,2
8.2,M2K 03-25,2025-01-07 06:31:56,Short,2286.6,2025-01-07 07:27:23,2287.5,SL_Short_01,-153.00,64.60,-217.60,-142.00,326.00,Asia High,1,-38.25,0,1,0,0,1,34
9,M2K 03-25,2025-01-07 07:34:25,Short,2286.4,2025-01-07 08:44:15,2288,SL_Short_02,-16.00,3.80,-19.80,-152.00,152.00,Asia High,1,-0.67,0,1,0,0,1,2
9.2,M2K 03-25,2025-01-07 07:34:25,Short,2286.4,2025-01-07 08:44:15,2288.1,SL_Short_02,-144.50,32.30,-176.80,-152.00,152.00,Asia High,1,-6.02,0,1,0,0,1,17
10,M2K 03-25,2025-01-07 08:52:05,Short,2287.7,2025-01-07 09:48:44,2288.6,SL_Short_03,-13.50,5.70,-19.20,-132.00,726.00,Asia High,1,-3.00,0,1,0,0,1,3
10.2,M2K 03-25,2025-01-07 08:52:05,Short,2287.7,2025-01-07 09:48:44,2288.7,SL_Short_03,-150.00,57.00,-207.00,-132.00,726.00,Asia High,1,-33.33,0,1,0,0,1,30
11,M2K 03-25,2025-01-07 09:56:03,Short,2290.9,2025-01-07 09:56:08,2291,SL_Short_04,-1.00,3.80,-4.80,-1.00,0.00,Asia High,1,-1.00,0,1,0,0,1,2
12,M2K 03-25,2025-01-07 10:28:55,Short,2292.5,2025-01-07 10:30:01,2295,SL_Short_05,-37.50,5.70,-43.20,-150.00,66.00,Asia High,1,-3.00,0,1,0,0,1,3
12.2,M2K 03-25,2025-01-07 10:28:55,Short,2292.5,2025-01-07 10:30:01,2295.1,SL_Short_05,-117.00,17.10,-134.10,-150.00,66.00,Asia High,1,-9.36,0,1,0,0,1,9
13,M2K 03-25,2025-01-07 10:38:17,Short,2296.7,2025-01-07 10:48:49,2302.3,SL_Short_01,-84.00,5.70,-89.70,-140.00,115.00,Europe High,1,-0.60,0,1,0,0,0,3
13.2,M2K 03-25,2025-01-07 10:38:17,Short,2296.7,2025-01-07 10:48:49,2302.4,SL_Short_01,-57.00,3.80,-60.80,-140.00,115.00,Europe High,1,-0.41,0,1,0,0,0,2
14.1,M2K 03-25,2025-01-07 10:51:07,Short,2300.5,2025-01-07 11:00:01,2292.7,TP1_Short_02,39.00,1.90,37.10,-114.00,474.00,Europe High,1,0.65,0,1,0,0,0,1
14.2,M2K 03-25,2025-01-07 10:51:07,Short,2300.5,2025-01-07 11:00:01,2292.7,TP1_Short_02,39.00,1.90,37.10,-114.00,474.00,Europe High,1,0.65,0,1,0,0,0,1
14.3,M2K 03-25,2025-01-07 10:51:07,Short,2300.5,2025-01-07 11:00:01,2292.7,TP1_Short_02,156.00,7.60,148.40,-114.00,474.00,Europe High,1,2.60,0,1,0,0,0,4
14.4,M2K 03-25,2025-01-07 10:51:07,Short,2300.5,2025-01-07 11:01:24,2275.9,TP2_Short_02,123.00,1.90,121.10,-114.00,741.00,Europe High,1,2.05,0,1,0,0,0,1
14.5,M2K 03-25,2025-01-07 10:51:07,Short,2300.5,2025-01-07 11:01:24,2275.9,TP2_Short_02,246.00,3.80,242.20,-114.00,741.00,Europe High,1,4.10,0,1,0,0,0,2
14.6,M2K 03-25,2025-01-07 10:51:07,Short,2300.5,2025-01-07 11:01:24,2275.9,TP2_Short_02,246.00,3.80,242.20,-114.00,741.00,Europe High,1,4.10,0,1,0,0,0,2
14.7,M2K 03-25,2025-01-07 10:51:07,Short,2300.5,2025-01-07 11:01:24,2275.9,TP2_Short_02,123.00,1.90,121.10,-114.00,741.00,Europe High,1,2.05,0,1,0,0,0,1
