ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward
1,ZW 03-26,2025-12-03 09:26:00,Long,538.75,2025-12-03 10:31:00,538,SL_Long_01,-75.00,11.40,-86.40,0.00,75.00,Europe Low,1,-1.00
2,ZW 03-26,2025-12-03 14:31:00,Long,538,2025-12-04 05:31:00,537,SL_Long_02,-100.00,11.40,-111.40,-25.00,125.00,Europe Low,2,-1.00
2.2,ZW 03-26,2025-12-03 14:31:00,Long,538,2025-12-04 05:32:00,537.25,TP2_Short_02,-112.50,17.10,-129.60,-25.00,125.00,Europe Low,2,-1.13
3,ZW 03-26,2025-12-04 13:04:00,Short,540.495673076923,2025-12-04 13:56:00,541.25,SL_Short_01,-75.43,11.40,-86.83,-50.43,74.57,Asia High,1,-1.00
5,ZW 03-26,2025-12-05 05:54:00,Long,537.5,2025-12-05 10:32:00,541.25,TP2_Long_01,562.50,17.10,545.40,-50.00,375.00,Asia Low,1,4.60
6,ZW 03-26,2025-12-08 05:07:00,Short,536.75,2025-12-08 12:25:00,533.75,TP2_Short_01,750.00,28.50,721.50,-300.00,275.00,Asia High,1,6.14
7,ZW 03-26,2025-12-09 06:51:00,Short,536.997734138973,2025-12-09 08:16:00,534,TP2_Short_01,1049.21,39.90,1009.31,-50.23,274.77,Asia High,1,8.59
8,ZW 03-26,2025-12-10 04:39:00,Long,531,2025-12-10 06:48:00,532.75,TP2_Long_01,787.50,51.30,736.20,-25.00,150.00,USA Low,1,6.44
